"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Port Shelter","PM1","2001-06-19","1","Middle Water","0.7","1.1","0.02","0.08","0.021","0.013","0.03","127","8.4","<1","5.5","8.7","27.4","32.7"
"Port Shelter","PM1","2001-06-19","1","Bottom Water","0.6","0.9","<0.02","0.11","0.015","0.009","0.02","94","6.3","<1","5","8.6","25.7","33.5"
"Port Shelter","PM1","2001-07-30","1","Surface Water","1.3","2.3","0.02","0.23","0.01","0.007","0.01","126","8.3","<1","5.6","8.6","30.5","23"
"Port Shelter","PM1","2001-07-30","1","Middle Water","1.8","1.6","0.03","0.2","0.016","0.006","0.02","129","8.6","<1","5.8","8.5","28.7","26.9"
"Port Shelter","PM1","2001-07-30","1","Bottom Water","0.5","3.7","<0.02","0.23","0.1","0.014","0.16","47","3.2","2","6.8","8.2","26.8","29.1"
"Port Shelter","PM1","2001-08-06","1","Surface Water","1.4","2.5","0.02","0.19","0.012","0.011","0.03","117","7.5","<1","5.9","8.4","31.1","25.8"
"Port Shelter","PM1","2001-08-06","1","Middle Water","1.3","1.8","0.03","0.2","0.012","0.012","0.02","118","7.6","1","5.9","8.4","30.7","26"
"Port Shelter","PM1","2001-08-06","1","Bottom Water","1.1","2.4","0.03","0.2","0.02","0.019","0.03","120","7.9","<1","6.1","8.5","29.4","26.7"
"Port Shelter","PM1","2001-09-19","1","Surface Water","0.8","0.8","0.04","0.14","0.009","0.013","0.02","85","5.5","<1","5.7","8.2","29.4","30.4"
"Port Shelter","PM1","2001-09-19","1","Middle Water","0.7","0.8","<0.02","0.1","0.008","0.011","0.01","108","7","<1","5.8","8.2","28.7","31.5"
"Port Shelter","PM1","2001-09-19","1","Bottom Water","0.7","0.8","<0.02","0.06","0.015","0.016","0.02","80","5.2","<1","5.9","8.1","28","32.2"
"Port Shelter","PM1","2001-10-08","1","Surface Water","0.7","2.2","0.02","0.13","0.026","0.018","0.04","74","4.8","1","8.6","7.9","28.8","31.6"
"Port Shelter","PM1","2001-10-08","1","Middle Water","0.9","2.4","0.03","0.1","0.027","0.007","0.03","72","4.7","<1","6.6","7.9","28.2","31.5"
"Port Shelter","PM1","2001-10-08","1","Bottom Water","1.3","3","0.03","0.13","0.026","0.018","0.03","74","4.8","<1","6.9","7.9","28","31.5"
"Port Shelter","PM1","2001-11-09","1","Surface Water","1","6","<0.02","0.1","0.006","0.012","0.01","57","3.9","<1","8.5","8.2","24.9","31.9"
"Port Shelter","PM1","2001-11-09","1","Middle Water","1","5.5","<0.02","0.2","0.013","0.008","0.02","76","5.2","<1","9.1","8.2","24.9","32.1"
"Port Shelter","PM1","2001-11-09","1","Bottom Water","0.9","5.2","<0.02","0.15","0.017","<0.002","0.03","79","5.4","<1","9.5","8.2","24.8","32.1"
"Port Shelter","PM1","2001-12-04","1","Surface Water","0.7","2.1","<0.02","0.24","0.026","0.01","0.03","73","5.2","<1","6","8.3","22.5","32.3"
"Port Shelter","PM1","2001-12-04","1","Middle Water","1","2.1","<0.02","0.25","0.036","0.016","0.04","75","5.4","1","6","8.3","22.3","32.3"
"Port Shelter","PM1","2001-12-04","1","Bottom Water","1.2","2","<0.02","0.11","0.033","0.013","0.04","75","5.4","<1","5.9","8.3","22.1","32.3"
"Port Shelter","PM1","2002-01-16","1","Surface Water","0.8","0.7","0.02","0.15","0.027","0.004","0.04","72","5.5","<1","6.3","8","19.5","32.9"
"Port Shelter","PM1","2002-01-16","1","Middle Water","1.4","0.7","0.03","0.13","0.033","0.004","0.04","86","6.7","<1","6.4","8","18.2","33"
"Port Shelter","PM1","2002-01-16","1","Bottom Water","0.8","1.6","0.02","0.2","0.045","0.004","0.05","93","7.2","<1","6.6","8","18","33"
"Port Shelter","PM1","2002-02-01","1","Surface Water","0.8","1.3","<0.02","0.13","0.015","0.014","0.02","76","6.1","<1","7.5","8","16.2","33.3"
"Port Shelter","PM1","2002-02-01","1","Middle Water","0.9","1.4","<0.02","0.12","0.015","0.01","0.02","89","7.2","2","7.7","8","16.2","33.4"
"Port Shelter","PM1","2002-02-01","1","Bottom Water","0.7","1.1","<0.02","0.1","0.012","0.012","0.02","104","8.4","2","7.7","8","16.2","33.5"
"Port Shelter","PM1","2002-03-01","1","Surface Water","0.5","0.6","<0.02","0.13","0.018","0.01","0.02","107","7.7","<1","4.9","8","21.7","32.9"
"Port Shelter","PM1","2002-03-01","1","Middle Water","0.5","0.8","<0.02","0.09","0.019","0.013","0.02","106","7.7","<1","4.9","8","21.6","32.9"
"Port Shelter","PM1","2002-03-01","1","Bottom Water","0.5","0.9","<0.02","0.05","0.017","0.01","0.02","99","7.3","<1","4.9","8","20.6","32.5"
"Port Shelter","PM1","2002-04-12","1","Surface Water","0.4","1.5","<0.02","0.09","0.016","0.004","0.02","100","7.1","<1","5.7","8.2","22.4","33.5"
"Port Shelter","PM1","2002-04-12","1","Middle Water","0.6","1.6","<0.02","0.11","0.016","0.013","0.02","100","7.1","1","5.9","8.2","22.4","33.6"
"Port Shelter","PM1","2002-04-12","1","Bottom Water","0.5","2.6","<0.02","0.11","0.021","0.009","0.03","96","6.9","<1","6.8","8.2","22.3","33.7"
"Port Shelter","PM1","2002-05-06","1","Surface Water","0.7","2","0.02","0.11","0.005","0.01","0.01","82","5.2","<1","5.3","8.1","28.6","33.6"
"Port Shelter","PM1","2002-05-06","1","Middle Water","0.7","1.5","<0.02","0.08","<0.005","0.01","0.01","84","5.4","<1","5.6","8.1","28.6","33.7"
"Port Shelter","PM1","2002-05-06","1","Bottom Water","0.7","0.9","0.02","0.08","0.01","0.013","0.01","84","5.5","<1","5.4","8.1","27.4","33.7"
"Port Shelter","PM1","2002-06-07","1","Surface Water","0.9","1.4","<0.02","0.08","0.007","0.012","0.01","108","7","<1","10.4","8.2","28.5","32.7"
"Port Shelter","PM1","2002-06-07","1","Middle Water","0.9","22","0.03","0.17","0.011","0.005","0.02","108","7","<1","9.5","8.2","28.4","32.7"
"Port Shelter","PM1","2002-06-07","1","Bottom Water","1","8.5","<0.02","0.1","0.017","<0.002","0.02","105","6.8","<1","18.2","8.2","28.4","32.8"
"Port Shelter","PM1","2002-07-05","1","Surface Water","1.5","1.8","<0.02","0.14","0.013","0.006","0.02","113","7.2","<1","5.9","8.1","30.1","31.5"
"Port Shelter","PM1","2002-07-05","1","Middle Water","1.1","1.8","<0.02","0.12","0.012","0.006","0.02","109","7.1","<1","5.9","8.2","27.6","32.8"
"Port Shelter","PM1","2002-07-05","1","Bottom Water","1.2","2.2","<0.02","0.18","0.019","0.006","0.02","94","6.3","<1","5.7","8.2","26.4","33.4"
"Port Shelter","PM1","2002-08-07","1","Surface Water","0.5","1.7","<0.02","0.13","0.02","<0.002","0.04","88","5.9","1","7.4","8.1","27.2","28.6"
"Port Shelter","PM1","2002-08-07","1","Middle Water","0.3","1.3","<0.02","0.13","0.032","0.009","0.06","87","5.8","1","6","8.1","27","30.8"
"Port Shelter","PM1","2002-08-07","1","Bottom Water","0.3","2.8","<0.02","0.12","0.021","0.006","0.05","81","5.4","1","6.9","8.1","27","31.3"
"Port Shelter","PM1","2002-09-13","1","Surface Water","1.4","2.9","<0.02","0.17","0.019","<0.002","0.05","109","7.3","<1","7.3","8.5","27.8","28.3"
"Port Shelter","PM1","2002-09-13","1","Middle Water","1.2","3.6","<0.02","0.19","0.013","<0.002","0.04","109","7.3","<1","7.3","8.5","27.8","28.4"
"Port Shelter","PM1","2002-09-13","1","Bottom Water","0.7","4.3","<0.02","0.2","0.052","<0.002","0.09","98","6.5","<1","7.5","8.5","27.8","29.2"
"Port Shelter","PM1","2002-10-04","1","Surface Water","0.9","1","0.02","0.12","0.011","0.002","0.02","78","5.2","1","3.8","8.2","27.1","31"
"Port Shelter","PM1","2002-10-04","1","Middle Water","1.1","1.2","<0.02","0.23","0.02","0.003","0.04","88","5.8","<1","3.6","8.2","27","31.1"
"Port Shelter","PM1","2002-10-04","1","Bottom Water","0.9","1.3","<0.02","0.17","0.017","<0.002","0.07","87","5.8","<1","4","8.2","27.1","31.4"
"Port Shelter","PM1","2002-11-01","1","Surface Water","0.5","4","0.02","0.18","0.05","0.005","0.07","83","5.7","<1","8.8","8.3","24.9","32.1"
"Port Shelter","PM1","2002-11-01","1","Middle Water","0.6","3.5","0.02","0.18","0.05","0.006","0.07","90","6.2","<1","8.7","8.3","24.8","32.1"
"Port Shelter","PM1","2002-11-01","1","Bottom Water","0.5","4.6","<0.02","0.12","0.055","0.006","0.07","90","6.2","<1","9.3","8.3","24.7","32.2"
"Port Shelter","PM1","2002-12-09","1","Surface Water","0.8","4.1","0.03","0.13","0.024","0.005","0.05","109","8.2","9","13.7","8.1","19.4","33.6"
"Port Shelter","PM1","2002-12-09","1","Middle Water","0.7","4.4","0.02","0.15","0.032","0.007","0.06","110","8.3","4","13.5","8.1","19.4","33.6"
"Port Shelter","PM1","2002-12-09","1","Bottom Water","0.8","4.2","0.02","0.13","0.026","0.006","0.05","110","8.3","8","13.9","8.1","19.3","33.6"
"Port Shelter","PM1","2003-01-16","1","Surface Water","0.9","1.4","0.03","0.16","0.054","0.006","0.06","76","6","<1","5.6","8.1","16.9","32.7"
"Port Shelter","PM1","2003-01-16","1","Middle Water","1.2","1.7","0.02","0.18","0.072","0.01","0.08","73","5.8","5","5.8","8.1","16.7","32.9"
"Port Shelter","PM1","2003-01-16","1","Bottom Water","0.5","3","<0.02","0.13","0.031","0.006","0.04","72","5.7","2","6.6","8.1","16.9","32.9"
"Port Shelter","PM1","2003-02-10","1","Surface Water","0.7","2.2","<0.02","0.09","0.005","0.005","0.01","82","6.5","4","6","8.3","17.2","32.5"
"Port Shelter","PM1","2003-02-10","1","Middle Water","0.8","1","<0.02","0.11","0.006","0.005","0.01","91","7.2","3","5.9","8.3","17.2","32.5"
"Port Shelter","PM1","2003-02-10","1","Bottom Water","0.7","0.8","<0.02","0.09","<0.005","0.005","0.01","90","7.2","<1","6.3","8.3","16.8","32.6"
"Port Shelter","PM1","2003-03-03","1","Surface Water","1.3","1.4","<0.02","0.1","0.011","0.005","0.02","81","6","12","5.8","8.3","20.6","32.6"
"Port Shelter","PM1","2003-03-03","1","Middle Water","1","0.8","<0.02","0.1","0.008","0.006","0.01","86","6.4","<1","5.5","8.3","20.6","32.6"
"Port Shelter","PM1","2003-03-03","1","Bottom Water","1.1","1.4","<0.02","0.1","0.005","0.006","0.01","85","6.5","<1","5.7","8.3","19.4","32.5"
"Port Shelter","PM1","2003-04-07","1","Surface Water","0.8","1.6","<0.02","0.09","0.015","0.005","0.02","88","6.5","11","6","8.2","19.9","33.6"
"Port Shelter","PM1","2003-04-07","1","Middle Water","0.7","2","<0.02","0.1","0.012","0.005","0.02","87","6.5","9","6.2","8.2","19.8","33.7"
"Port Shelter","PM1","2003-04-07","1","Bottom Water","0.6","3","<0.02","0.1","0.015","0.005","0.02","87","6.5","8","6.8","8.2","19.8","33.7"
"Port Shelter","PM1","2003-05-02","1","Surface Water","0.8","1.6","<0.02","0.11","0.006","0.005","0.01","89","6.1","<1","6","8.1","24.9","33.9"
"Port Shelter","PM1","2003-05-02","1","Middle Water","0.9","1.2","<0.02","0.13","0.005","0.005","0.01","90","6.1","1","6.1","8.1","24.8","33.9"
"Port Shelter","PM1","2003-05-02","1","Bottom Water","0.8","2.5","<0.02","0.13","0.013","0.005","0.02","90","6.1","<1","6.5","8.1","24.8","33.9"
"Port Shelter","PM1","2003-06-16","1","Surface Water","1","2.3","0.03","0.22","0.018","0.004","0.08","82","5.6","34","4.9","8.1","26.6","30.1"
"Port Shelter","PM1","2003-06-16","1","Middle Water","0.6","1.2","0.02","0.16","0.012","0.005","0.05","79","5.3","7","4","8.1","26.6","32.1"
"Port Shelter","PM1","2003-06-16","1","Bottom Water","0.5","0.9","0.02","0.18","0.006","0.008","0.07","76","5.1","3","4.3","8.1","26.7","33.1"
"Port Shelter","PM1","2003-07-16","1","Surface Water","1.3","1.8","0.02","0.1","<0.005","0.01","0.01","104","6.8","<1","1.8","8.3","27.7","33.4"
"Port Shelter","PM1","2003-07-16","1","Middle Water","1","1.6","<0.02","0.09","<0.005","0.008","0.01","67","4.6","<1","1.8","8.3","23.7","34.9"
"Port Shelter","PM1","2003-07-16","1","Bottom Water","1.2","6.1","0.06","0.21","0.046","0.033","0.07","47","3.3","<1","2.7","8.2","22.9","35"
"Port Shelter","PM1","2003-08-01","1","Surface Water","0.8","1.2","<0.02","0.11","0.011","0.006","0.02","72","4.6","<1","3.9","8.4","30.5","31.6"
"Port Shelter","PM1","2003-08-01","1","Middle Water","1.3","1.3","<0.02","0.12","0.009","0.006","0.01","86","5.5","<1","4.1","8.4","29.3","32.2"
"Port Shelter","PM1","2003-08-01","1","Bottom Water","1.1","4.2","0.04","0.17","0.016","0.013","0.04","59","3.9","<1","6.7","8.2","26","34.3"
"Port Shelter","PM1","2003-09-17","1","Surface Water","1.2","1.9","0.03","0.11","0.016","<0.002","0.02","91","6","2","8","8.4","28.8","27.5"
"Port Shelter","PM1","2003-09-17","1","Middle Water","1.1","2","<0.02","0.12","0.022","0.004","0.03","94","6.1","<1","7.2","8.3","28.6","30.9"
"Port Shelter","PM1","2003-09-17","1","Bottom Water","0.6","2.6","<0.02","0.12","0.028","0.005","0.03","87","5.6","<1","6.8","8.3","28.4","32"
"Port Shelter","PM1","2003-10-16","1","Surface Water","0.6","3.3","0.02","0.15","0.026","0.009","0.04","84","5.7","1","9.4","8.2","25.9","32.9"
"Port Shelter","PM1","2003-10-16","1","Middle Water","0.6","2.6","<0.02","0.16","0.024","0.008","0.04","85","5.7","<1","9","8.2","25.8","32.9"
"Port Shelter","PM1","2003-10-16","1","Bottom Water","0.5","3.3","<0.02","0.18","0.03","0.009","0.05","85","5.8","<1","9.2","8.2","25.6","32.8"
"Port Shelter","PM1","2003-11-06","1","Surface Water","0.7","1.7","0.02","0.1","0.02","0.007","0.02","81","5.4","<1","7.4","8.2","26.3","33"
"Port Shelter","PM1","2003-11-06","1","Middle Water","0.6","1.2","<0.02","0.1","0.021","0.006","0.03","87","5.8","<1","7.1","8.2","26.2","33"
"Port Shelter","PM1","2003-11-06","1","Bottom Water","1","3.3","0.02","0.12","0.022","0.007","0.03","93","6.2","<1","8.4","8.2","26","33.1"
"Port Shelter","PM1","2003-12-01","1","Surface Water","0.4","3","<0.02","0.09","0.013","0.008","0.02","81","5.9","<1","8.2","8.3","21.3","33.5"
"Port Shelter","PM1","2003-12-01","1","Middle Water","0.3","3.6","<0.02","0.08","0.01","0.007","0.01","82","6","<1","8.5","8.3","21.2","33.6"
"Port Shelter","PM1","2003-12-01","1","Bottom Water","0.3","5.8","<0.02","0.1","0.011","0.008","0.02","89","6.5","<1","9.2","8.3","21.2","33.6"
"Port Shelter","PM1","2004-01-02","1","Surface Water","0.7","1.3","<0.02","0.12","0.024","0.008","0.03","102","7.7","<1","5.7","8.3","19","33.6"
"Port Shelter","PM1","2004-01-02","1","Middle Water","0.5","1.7","<0.02","0.12","0.035","0.008","0.04","104","7.9","1","7","8.3","18.8","33.6"
"Port Shelter","PM1","2004-01-02","1","Bottom Water","0.4","2","<0.02","0.15","0.028","0.008","0.03","107","8.2","<1","7","8.3","18.6","33.6"
"Port Shelter","PM1","2004-02-04","1","Surface Water","0.6","1.8","0.02","0.1","0.017","0.008","0.02","78","6.4","2","6.8","8.1","15.2","33.2"
"Port Shelter","PM1","2004-02-04","1","Middle Water","0.7","2.1","0.02","0.11","0.018","0.009","0.02","80","6.5","2","6.8","8.1","15.2","33"
"Port Shelter","PM1","2004-02-04","1","Bottom Water","0.7","3.3","<0.02","0.1","0.02","0.008","0.02","82","6.7","25","7.1","8.1","15.2","32.9"
"Port Shelter","PM1","2004-03-03","1","Surface Water","0.7","2.4","0.03","0.11","0.032","0.009","0.04","89","6.6","9","5.6","8.1","19.5","34"
"Port Shelter","PM1","2004-03-03","1","Middle Water","0.7","2.6","<0.02","0.07","0.03","0.009","0.04","89","6.7","5","5.5","8.1","19.5","34"
"Port Shelter","PM1","2004-03-03","1","Bottom Water","0.8","2.7","<0.02","0.08","0.033","0.009","0.04","90","6.8","4","5.4","8.1","19.5","34"
"Port Shelter","PM1","2004-04-21","1","Surface Water","0.6","1.1","<0.02","0.07","0.016","0.006","0.02","102","6.9","<1","6.8","8.2","25.4","32.9"
"Port Shelter","PM1","2004-04-21","1","Middle Water","0.7","1.4","<0.02","0.07","0.015","0.008","0.02","106","7.3","<1","6.9","8.2","24.2","33.7"
"Port Shelter","PM1","2004-04-21","1","Bottom Water","0.5","1.7","<0.02","0.14","0.016","0.008","0.02","96","6.9","<1","7.2","8.2","21.8","34.5"
"Port Shelter","PM1","2004-05-27","1","Surface Water","0.7","1.6","<0.02","0.09","0.023","0.007","0.03","81","5.3","<1","6.8","8.1","28","33.5"
"Port Shelter","PM1","2004-05-27","1","Middle Water","0.8","0.9","<0.02","0.09","0.022","0.006","0.03","89","5.8","<1","6.8","8.1","27.5","33.7"
"Port Shelter","PM1","2004-05-27","1","Bottom Water","0.6","1.8","<0.02","0.1","0.023","0.007","0.03","91","6","<1","6.7","8.1","27","33.7"
"Port Shelter","PM1","2004-06-23","1","Surface Water","0.8","1.3","0.02","0.11","0.018","0.006","0.02","97","6.1","<1","7.1","8.2","30.9","32.7"
"Port Shelter","PM1","2004-06-23","1","Middle Water","0.8","2.4","<0.02","0.08","0.019","0.006","0.02","97","6","<1","7.2","8.2","30.8","32.8"
"Port Shelter","PM1","2004-06-23","1","Bottom Water","0.7","0.8","<0.02","0.09","0.019","0.007","0.02","98","6.2","<1","7.5","8.2","29.5","33.5"
"Port Shelter","PM1","2004-07-15","1","Surface Water","1.1","1.6","<0.02","0.09","0.016","0.008","0.02","83","5.2","<1","7.3","8.1","29.6","33.7"
"Port Shelter","PM1","2004-07-15","1","Middle Water","1","1.9","<0.02","0.07","0.012","0.008","0.02","88","5.6","<1","7.3","8.1","29.3","33.9"
"Port Shelter","PM1","2004-07-15","1","Bottom Water","1.3","4.5","0.02","0.1","0.015","0.009","0.02","91","6.1","1","8.9","8.1","25.3","35.2"
"Port Shelter","PM1","2004-08-11","1","Surface Water","1.3","0.8","<0.02","0.13","0.037","<0.002","0.04","96","6","13","7.3","8.3","31.8","28.7"
"Port Shelter","PM1","2004-08-11","1","Middle Water","1.9","1.2","<0.02","0.18","0.039","0.003","0.04","98","6.2","23","7.3","8.3","30.8","29.5"
"Port Shelter","PM1","2004-08-11","1","Bottom Water","1.8","1.7","<0.02","0.17","0.038","0.002","0.04","101","6.5","3","7.5","8.3","29.4","30.6"
"Port Shelter","PM1","2004-09-03","1","Surface Water","5.4","5.1","0.04","0.23","0.017","0.006","0.02","103","6.6","8","8.8","8.5","30.1","28.7"
"Port Shelter","PM1","2004-09-03","1","Middle Water","1.9","1.9","<0.02","0.1","0.033","0.004","0.04","109","7.2","4","7.5","8.3","28","31.4"
"Port Shelter","PM1","2004-09-03","1","Bottom Water","1.3","1.4","<0.02","0.09","0.036","0.003","0.04","110","7.3","<1","7.3","8.2","26.9","32.3"
"Port Shelter","PM1","2004-10-06","1","Surface Water","0.6","0.9","<0.02","0.1","0.02","0.006","0.03","85","5.7","<1","8.9","8.3","27","32.7"
"Port Shelter","PM1","2004-10-06","1","Middle Water","0.6","1.1","<0.02","0.1","0.024","0.006","0.03","88","5.8","<1","9.7","8.3","27","32.8"
"Port Shelter","PM1","2004-10-06","1","Bottom Water","0.4","1.8","<0.02","0.11","0.018","0.006","0.03","84","5.6","2","11","8.2","26.8","32.8"
"Port Shelter","PM1","2004-11-08","1","Surface Water","0.6","3.6","<0.02","0.21","0.018","0.006","0.02","84","5.7","<1","8.5","8.1","25.3","33"
"Port Shelter","PM1","2004-11-08","1","Middle Water","0.7","3.2","<0.02","0.18","0.016","0.005","0.02","85","5.8","<1","8.6","8.1","25.3","33"
"Port Shelter","PM1","2004-11-08","1","Bottom Water","0.7","3.5","<0.02","0.15","0.017","0.005","0.02","80","5.5","<1","8.8","8.1","25.2","33.1"
"Port Shelter","PM1","2004-12-02","1","Surface Water","1","3.4","<0.02","0.13","0.02","0.006","0.02","78","5.6","2","9.3","8.1","22.3","33.2"
"Port Shelter","PM1","2004-12-02","1","Middle Water","0.9","3.8","<0.02","0.12","0.019","0.007","0.02","81","5.8","2","9.2","8.1","22.3","33.2"
"Port Shelter","PM1","2004-12-02","1","Bottom Water","0.9","2.6","<0.02","0.16","0.02","0.006","0.03","81","5.8","<1","9.5","8.1","22.3","33.2"
"Port Shelter","PM1","2005-01-03","1","Surface Water","0.9","1.2","<0.02","0.1","0.022","0.006","0.03","65","5.2","<1","7.9","8.3","16.5","33.3"
"Port Shelter","PM1","2005-01-03","1","Middle Water","0.8","1.2","0.02","0.12","0.02","0.006","0.03","90","7.2","<1","10.1","8.3","16.3","33.4"
"Port Shelter","PM1","2005-01-03","1","Bottom Water","1","3.9","0.02","0.15","0.022","0.005","0.03","90","7.2","1","9.4","8.3","16.1","33.4"
"Port Shelter","PM1","2005-02-03","1","Surface Water","1","1.4","0.03","0.29","0.094","0.014","0.17","74","6","1","7.3","8","15.7","32.4"
"Port Shelter","PM1","2005-02-03","1","Middle Water","1","1.3","0.02","0.26","0.08","0.013","0.16","75","6.1","1","7.2","8","15.7","32.4"
"Port Shelter","PM1","2005-02-03","1","Bottom Water","0.8","1.5","<0.02","0.24","0.08","0.012","0.16","78","6.3","3","7.2","8","15.6","32.5"
"Port Shelter","PM1","2005-03-07","1","Surface Water","0.5","1","<0.02","0.19","0.022","0.008","0.11","89","7.3","<1","7.2","8.2","15.3","32.7"
"Port Shelter","PM1","2005-03-07","1","Middle Water","0.9","1.8","<0.02","0.18","0.018","0.007","0.11","88","7.2","3","7.6","8.2","15.2","32.7"
"Port Shelter","PM1","2005-03-07","1","Bottom Water","0.7","2.4","<0.02","0.18","0.021","0.007","0.11","91","7.5","4","8.3","8.2","15.1","32.8"
"Port Shelter","PM1","2005-04-15","1","Surface Water","0.8","0.6","<0.02","0.12","0.012","0.006","0.02","97","7.2","4","4.6","8.3","19.6","33.4"
"Port Shelter","PM1","2005-04-15","1","Middle Water","0.7","0.8","<0.02","0.12","0.028","0.006","0.03","96","7.2","<1","4.4","8.3","19.6","33.4"
"Port Shelter","PM1","2005-04-15","1","Bottom Water","0.6","1.4","<0.02","0.11","0.027","0.006","0.03","95","7.2","2","4.5","8.3","19.3","33.4"
"Port Shelter","PM1","2005-05-12","1","Surface Water","0.7","0.9","<0.02","0.26","0.045","0.004","0.11","87","6","20","3.8","8.3","24.7","30.6"
"Port Shelter","PM1","2005-05-12","1","Middle Water","0.5","0.9","<0.02","0.21","0.052","0.004","0.1","79","5.5","1","3.4","8.2","24.6","32.1"
"Port Shelter","PM1","2005-05-12","1","Bottom Water","0.4","1.1","0.02","0.18","0.038","0.005","0.08","81","5.6","<1","3.4","8.2","24.4","32.5"
"Port Shelter","PM1","2005-06-17","1","Surface Water","0.7","2","<0.02","0.2","0.012","<0.002","0.08","84","5.6","39","10.4","8.2","27.9","30.1"
"Port Shelter","PM1","2005-06-17","1","Middle Water","0.5","1.2","<0.02","0.14","0.036","0.003","0.08","80","5.2","6","9.4","8.2","27.9","31.8"
"Port Shelter","PM1","2005-06-17","1","Bottom Water","0.5","2.4","<0.02","0.16","0.056","0.004","0.1","73","4.8","4","8.9","8.2","27.4","32.3"
"Port Shelter","PM1","2005-07-15","1","Surface Water","1.2","1.3","0.02","0.13","0.014","<0.002","0.02","93","5.9","<1","9.8","8.6","31.3","28.1"
"Port Shelter","PM1","2005-07-15","1","Middle Water","1","2.8","<0.02","0.11","0.014","0.004","0.02","85","5.7","<1","9.5","8.5","26.5","32.5"
"Port Shelter","PM1","2005-07-15","1","Bottom Water","1.5","3.8","0.04","0.22","0.041","0.019","0.05","71","5.1","1","9.9","8.3","22.6","34.4"
"Port Shelter","PM1","2005-08-15","1","Surface Water","1.1","1.4","<0.02","0.18","0.025","<0.002","0.04","81","5.3","2","4.6","8.3","28.4","30.4"
"Port Shelter","PM1","2005-08-15","1","Middle Water","0.9","1.9","<0.02","0.22","0.046","<0.002","0.06","87","5.7","2","4.8","8.3","28.2","30.9"
"Port Shelter","PM1","2005-08-15","1","Bottom Water","0.8","2.2","0.02","0.21","0.067","0.004","0.08","80","5.2","3","5.1","8.3","27.8","31.4"
"Port Shelter","PM1","2005-09-09","1","Surface Water","0.8","0.8","0.02","0.11","0.015","0.004","0.02","128","8.2","1","9.6","8.1","29.8","30.9"
"Port Shelter","PM1","2005-09-09","1","Middle Water","0.7","1","<0.02","0.12","0.012","0.003","0.02","128","8.2","<1","9.3","8.2","29.6","30.9"
"Port Shelter","PM1","2005-09-09","1","Bottom Water","0.5","0.9","<0.02","0.13","0.018","0.004","0.02","127","8.3","<1","9.2","8.2","28.1","31.5"
"Port Shelter","PM1","2005-10-13","1","Surface Water","0.8","1","<0.02","0.11","0.016","0.005","0.02","124","8","<1","8.8","8.1","28.9","32.3"
"Port Shelter","PM1","2005-10-13","1","Middle Water","0.6","1.5","<0.02","0.1","0.017","0.005","0.02","121","7.9","<1","9","8.2","28.2","32.4"
"Port Shelter","PM1","2005-10-13","1","Bottom Water","0.6","1.2","<0.02","0.11","0.014","0.004","0.02","121","7.9","<1","9.5","8.2","28.2","32.5"
"Port Shelter","PM1","2005-11-11","1","Surface Water","0.9","0.9","<0.02","0.11","0.009","0.005","0.01","109","7.2","<1","9.2","8.2","26.9","33"
"Port Shelter","PM1","2005-11-11","1","Middle Water","0.8","0.7","<0.02","0.12","0.01","0.005","0.01","110","7.3","<1","8.7","8.1","26.9","32.9"
"Port Shelter","PM1","2005-11-11","1","Bottom Water","3.6","3","0.04","0.26","0.02","0.008","0.02","110","7.4","<1","9.6","8.1","26.3","32.9"
"Port Shelter","PM1","2005-12-03","1","Surface Water","0.9","1.5","<0.02","0.13","0.011","0.005","0.02","105","7.4","1","5.1","7.8","23.4","33.2"
"Port Shelter","PM1","2005-12-03","1","Middle Water","0.9","1.3","<0.02","0.14","0.016","0.005","0.02","104","7.3","<1","4.6","7.8","23.2","33.3"
"Port Shelter","PM1","2005-12-03","1","Bottom Water","0.7","2.4","<0.02","0.12","0.014","0.005","0.02","103","7.3","<1","4.8","7.8","23.1","33.3"
"Port Shelter","PM1","2006-01-09","1","Surface Water","0.9","1.4","<0.02","0.13","0.01","0.004","0.02","90","7.3","<1","7.4","8.3","16","32.7"
"Port Shelter","PM1","2006-01-09","1","Middle Water","0.6","1.8","<0.02","0.13","0.011","0.004","0.02","91","7.3","<1","7.6","8.3","16","32.9"
"Port Shelter","PM1","2006-01-09","1","Bottom Water","0.8","0.8","0.02","0.1","0.012","0.005","0.02","93","7.5","<1","7.4","8.3","15.9","33"
"Port Shelter","PM1","2006-02-06","1","Surface Water","0.8","1.3","<0.02","0.16","0.01","0.004","0.02","114","8.8","<1","7.1","8.1","18.6","32.7"
"Port Shelter","PM1","2006-02-06","1","Middle Water","0.7","1.3","<0.02","0.12","0.008","0.004","0.01","116","9","<1","6.5","8.1","18.2","32.8"
"Port Shelter","PM1","2006-02-06","1","Bottom Water","0.7","1.8","<0.02","0.18","0.01","0.005","0.01","116","9","<1","6.7","8.1","18","32.8"
"Port Shelter","PM1","2006-03-06","1","Surface Water","1.3","1.8","0.03","0.24","0.02","0.004","0.07","96","7.6","10","7.5","8.1","17.3","32.2"
