"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Tolo Harbour and Channel","TM3","2003-08-06","1","Middle Water","2.3","1.8","0.03","0.24","0.024","0.002","0.03","100","6.4","30","4.5","8.4","29.3","32.7"
"Tolo Harbour and Channel","TM3","2003-08-06","1","Bottom Water","1.2","2.3","0.03","0.2","0.034","0.007","0.06","62","4","5","4.6","8.3","28","33.3"
"Tolo Harbour and Channel","TM3","2003-09-18","1","Surface Water","3.4","3.9","0.02","0.27","0.043","0.004","0.05","109","7.2","210","7.2","8.6","28.9","26.9"
"Tolo Harbour and Channel","TM3","2003-09-18","1","Middle Water","0.6","1.5","<0.02","0.2","0.074","0.01","0.09","96","6.3","3","7.2","8.2","28.2","31.7"
"Tolo Harbour and Channel","TM3","2003-09-18","1","Bottom Water","1.2","12","0.04","0.34","0.072","0.02","0.14","42","2.7","4","7.7","8.2","27.9","32.3"
"Tolo Harbour and Channel","TM3","2003-10-08","1","Surface Water","2.6","1.4","0.03","0.34","0.083","0.006","0.09","89","5.8","210","7.2","8.3","29.1","30.1"
"Tolo Harbour and Channel","TM3","2003-10-08","1","Middle Water","1.5","0.8","<0.02","0.18","0.036","0.007","0.04","79","5.1","1","7","8.2","28.9","30.8"
"Tolo Harbour and Channel","TM3","2003-10-08","1","Bottom Water","1.1","1","0.04","0.3","0.041","0.013","0.05","34","2.2","<1","7.1","8","28.5","31.9"
"Tolo Harbour and Channel","TM3","2003-11-07","1","Surface Water","2","2.6","0.02","0.22","0.033","0.006","0.04","89","6","9","7.2","8.3","26.4","32.3"
"Tolo Harbour and Channel","TM3","2003-11-07","1","Middle Water","1.9","2.2","0.03","0.22","0.036","0.006","0.04","101","6.8","6","7.4","8.3","26.4","32.3"
"Tolo Harbour and Channel","TM3","2003-11-07","1","Bottom Water","1.4","2.4","0.02","0.17","0.026","0.006","0.03","103","6.9","1","7.3","8.2","26.3","32.4"
"Tolo Harbour and Channel","TM3","2003-12-08","1","Surface Water","3.4","2.8","0.03","0.31","0.033","0.006","0.04","112","8.1","54","7.5","8.4","22","32.4"
"Tolo Harbour and Channel","TM3","2003-12-08","1","Middle Water","2.6","2.7","0.02","0.27","0.023","0.006","0.03","112","8.1","13","7.1","8.4","22","32.5"
"Tolo Harbour and Channel","TM3","2003-12-08","1","Bottom Water","1.6","3.1","0.02","0.22","0.047","0.006","0.05","109","7.8","2","7.9","8.3","21.9","32.7"
"Tolo Harbour and Channel","TM3","2004-01-15","1","Surface Water","2.9","2.6","0.03","0.3","0.012","0.006","0.02","91","7","3","8.7","8.4","18.4","33"
"Tolo Harbour and Channel","TM3","2004-01-15","1","Middle Water","3","4.5","0.03","0.25","0.012","0.006","0.02","87","6.7","1","8.7","8.4","18.4","33"
"Tolo Harbour and Channel","TM3","2004-01-15","1","Bottom Water","2.9","5.1","0.03","0.29","0.014","0.006","0.02","96","7.4","<1","8.7","8.3","18.3","33"
"Tolo Harbour and Channel","TM3","2004-02-09","1","Surface Water","2.5","2.8","0.02","0.23","0.01","0.006","0.02","89","7.4","46","7.4","8.2","14.4","32.7"
"Tolo Harbour and Channel","TM3","2004-02-09","1","Middle Water","2.6","2.4","0.02","0.23","0.01","0.007","0.02","84","7.1","22","7.4","8.2","14.2","32.7"
"Tolo Harbour and Channel","TM3","2004-02-09","1","Bottom Water","1.7","2.7","0.03","0.2","0.019","0.008","0.03","92","7.7","6","7.2","8.2","14.3","33"
"Tolo Harbour and Channel","TM3","2004-03-04","1","Surface Water","3.2","4","0.03","0.3","0.041","0.007","0.05","83","7.8","37","6.5","8.1","18","32.4"
"Tolo Harbour and Channel","TM3","2004-03-04","1","Middle Water","3.1","2","0.03","0.29","0.043","0.006","0.05","98","7.8","55","6.2","8.1","18","32.7"
"Tolo Harbour and Channel","TM3","2004-03-04","1","Bottom Water","3.1","3.6","0.03","0.28","0.05","0.007","0.05","93","7.8","58","5.6","8.1","17.9","32.8"
"Tolo Harbour and Channel","TM3","2004-04-16","1","Surface Water","3.9","3.3","0.03","0.36","0.05","0.005","0.06","100","7.2","6","7.4","8.7","22.5","31.1"
"Tolo Harbour and Channel","TM3","2004-04-16","1","Middle Water","1.3","1.4","0.02","0.15","0.024","0.007","0.03","103","7.4","4","6.9","8.5","22.1","31.8"
"Tolo Harbour and Channel","TM3","2004-04-16","1","Bottom Water","2.2","6.2","0.03","0.24","0.03","0.007","0.04","119","8.8","5","7.2","8","20.2","33.3"
"Tolo Harbour and Channel","TM3","2004-05-12","1","Surface Water","2.8","2.4","0.03","0.28","0.039","0.004","0.04","108","7","<1","7.2","8.5","28.3","30.9"
"Tolo Harbour and Channel","TM3","2004-05-12","1","Middle Water","1.9","1.3","0.03","0.23","0.031","0.005","0.04","107","7","<1","7.1","8.5","27.8","31.3"
"Tolo Harbour and Channel","TM3","2004-05-12","1","Bottom Water","0.8","1.1","0.02","0.14","0.032","0.008","0.04","123","8.5","1","6.8","8.1","24.1","33.5"
"Tolo Harbour and Channel","TM3","2004-06-07","1","Surface Water","3","1.4","0.04","0.33","0.046","0.004","0.06","131","8.5","31","2.6","8.2","28.4","31.9"
"Tolo Harbour and Channel","TM3","2004-06-07","1","Middle Water","1.6","1.7","0.02","0.2","0.034","0.005","0.04","111","7.2","1","2.1","8","28.3","32.6"
"Tolo Harbour and Channel","TM3","2004-06-07","1","Bottom Water","1.4","1.5","0.03","0.2","0.059","0.005","0.06","66","4.3","<1","1.9","7.9","27.8","33"
"Tolo Harbour and Channel","TM3","2004-07-05","1","Surface Water","2.7","2.8","0.03","0.21","0.02","0.006","0.02","89","5.7","6","7.4","8.2","29","33.1"
"Tolo Harbour and Channel","TM3","2004-07-05","1","Middle Water","2.2","1.7","0.02","0.19","0.021","0.007","0.03","90","5.8","12","7.3","8.2","28.8","33.3"
"Tolo Harbour and Channel","TM3","2004-07-05","1","Bottom Water","0.7","2","0.02","0.2","0.027","0.008","0.09","92","6","4","7.6","8","26.8","34.6"
"Tolo Harbour and Channel","TM3","2004-08-23","1","Surface Water","3.9","3","0.03","0.37","0.11","0.008","0.12","91","5.9","21","8.4","8.2","29.4","28.6"
"Tolo Harbour and Channel","TM3","2004-08-23","1","Middle Water","1.5","1.1","0.02","0.17","0.04","0.002","0.04","101","6.6","1","7.4","8.2","28.9","29.1"
"Tolo Harbour and Channel","TM3","2004-08-23","1","Bottom Water","1","1","0.02","0.15","0.047","0.005","0.05","97","6.4","5","6.8","8","28.8","29.3"
"Tolo Harbour and Channel","TM3","2004-09-16","1","Surface Water","2.7","1.9","0.02","0.2","0.081","0.011","0.09","73","4.7","22","7.8","8.5","29.2","30.5"
"Tolo Harbour and Channel","TM3","2004-09-16","1","Middle Water","1.5","1.5","0.03","0.16","0.068","0.011","0.07","82","5.4","1","7.3","8.3","28.1","31.3"
"Tolo Harbour and Channel","TM3","2004-09-16","1","Bottom Water","0.9","0.7","0.02","0.12","0.053","0.01","0.06","88","5.8","<1","7.3","8.2","26.9","32.1"
"Tolo Harbour and Channel","TM3","2004-10-18","1","Surface Water","1.8","0.9","0.02","0.26","0.035","0.004","0.04","96","6.4","17","7.3","8.2","26.8","32.1"
"Tolo Harbour and Channel","TM3","2004-10-18","1","Middle Water","1.4","1","<0.02","0.2","0.016","0.006","0.02","101","6.7","6","7.3","8.2","26.8","32.1"
"Tolo Harbour and Channel","TM3","2004-10-18","1","Bottom Water","0.8","0.5","<0.02","0.17","0.028","0.006","0.04","101","6.8","1","7.1","8.2","26.7","32.2"
"Tolo Harbour and Channel","TM3","2004-11-03","1","Surface Water","2","1.9","0.3","0.25","0.033","0.004","0.04","96","6.6","<1","7.3","8.2","25.2","31.9"
"Tolo Harbour and Channel","TM3","2004-11-03","1","Middle Water","1.9","2.6","<0.02","0.23","0.035","0.004","0.04","99","6.8","3","7.3","8.2","25.2","31.9"
"Tolo Harbour and Channel","TM3","2004-11-03","1","Bottom Water","1.9","2.6","<0.02","0.23","0.037","0.004","0.04","97","6.6","<1","7.3","8.2","25.2","31.9"
"Tolo Harbour and Channel","TM3","2004-12-07","1","Surface Water","1.7","3","<0.02","0.26","0.072","0.005","0.08","90","6.5","59","9.2","8.2","21.8","32.6"
"Tolo Harbour and Channel","TM3","2004-12-07","1","Middle Water","2.1","4.2","<0.02","0.27","0.074","0.005","0.08","91","6.6","39","9.2","8.2","21.8","32.6"
"Tolo Harbour and Channel","TM3","2004-12-07","1","Bottom Water","1.8","4.4","0.02","0.28","0.078","0.006","0.09","89","6.4","90","9.3","8.2","21.7","32.7"
"Tolo Harbour and Channel","TM3","2005-01-14","1","Surface Water","1.5","2.1","0.02","0.24","0.057","0.006","0.06","91","7.3","1","8.5","7.5","16.5","33"
"Tolo Harbour and Channel","TM3","2005-01-14","1","Middle Water","1.3","1.8","<0.02","0.24","0.057","0.006","0.06","93","7.4","2","8.2","7.5","16.6","33"
"Tolo Harbour and Channel","TM3","2005-01-14","1","Bottom Water","1","7.2","0.03","0.23","0.044","0.006","0.05","91","7.2","2","8.7","7.5","16.6","33.1"
"Tolo Harbour and Channel","TM3","2005-02-18","1","Surface Water","1.4","0.6","0.03","0.4","0.17","0.014","0.22","74","5.8","220","6.9","8.2","18.4","32.1"
"Tolo Harbour and Channel","TM3","2005-02-18","1","Middle Water","1.4","0.9","0.02","0.4","0.17","0.014","0.22","75","5.8","140","6.8","8.2","18.4","32.2"
"Tolo Harbour and Channel","TM3","2005-02-18","1","Bottom Water","0.8","1","0.04","0.34","0.13","0.01","0.17","76","5.9","120","6.8","8.2","18.4","32.2"
"Tolo Harbour and Channel","TM3","2005-03-09","1","Surface Water","2.4","1.4","0.02","0.49","0.12","0.009","0.31","101","7.9","<1","7.6","8.2","17.9","31.7"
"Tolo Harbour and Channel","TM3","2005-03-09","1","Middle Water","2.4","1.2","0.02","0.52","0.14","0.01","0.33","103","8.2","<1","7.3","8.2","17","32.2"
"Tolo Harbour and Channel","TM3","2005-03-09","1","Bottom Water","1.6","1.1","<0.02","0.42","0.12","0.008","0.28","106","8.5","4","7.2","8.2","16","32.9"
"Tolo Harbour and Channel","TM3","2005-04-18","1","Surface Water","1.8","1.4","<0.02","0.37","0.058","0.003","0.13","109","8","<1","4.7","8.5","21.1","31.9"
"Tolo Harbour and Channel","TM3","2005-04-18","1","Middle Water","1.5","0.8","<0.02","0.34","0.058","0.003","0.13","94","7","9","4.5","8.4","20.4","32.1"
"Tolo Harbour and Channel","TM3","2005-04-18","1","Bottom Water","0.8","1.4","<0.02","0.33","0.15","0.005","0.21","91","6.9","7","4.1","8.3","19.5","32.2"
"Tolo Harbour and Channel","TM3","2005-05-09","1","Surface Water","2.5","2.5","0.04","0.38","0.05","0.004","0.08","104","7.3","370","5.5","8.3","24.6","30.3"
"Tolo Harbour and Channel","TM3","2005-05-09","1","Middle Water","2.3","1.9","<0.02","0.22","0.051","0.004","0.06","100","6.9","31","4.9","8.3","24.2","31.9"
"Tolo Harbour and Channel","TM3","2005-05-09","1","Bottom Water","1","1.4","0.02","0.25","0.068","0.006","0.08","67","4.7","9","4.9","8.2","23.3","32.6"
"Tolo Harbour and Channel","TM3","2005-06-09","1","Surface Water","2.9","2.4","0.03","0.26","0.032","0.003","0.04","121","8.2","<1","9.3","8.6","26.7","28.3"
"Tolo Harbour and Channel","TM3","2005-06-09","1","Middle Water","1.7","1.8","<0.02","0.24","0.064","0.004","0.08","94","6.4","1","8.9","8.5","26.8","29.5"
"Tolo Harbour and Channel","TM3","2005-06-09","1","Bottom Water","0.7","2.2","0.03","0.38","0.17","0.014","0.24","32","2.1","<1","8.8","8.2","26.5","30.5"
"Tolo Harbour and Channel","TM3","2005-07-14","1","Surface Water","2.4","2.2","0.03","0.24","0.033","<0.002","0.05","103","6.8","5","9.8","8.7","29.2","28.4"
"Tolo Harbour and Channel","TM3","2005-07-14","1","Middle Water","0.6","2.2","0.04","0.28","0.031","0.016","0.14","89","6","<1","9.6","8.4","27.2","30.6"
"Tolo Harbour and Channel","TM3","2005-07-14","1","Bottom Water","0.6","2.9","0.06","0.32","0.012","0.03","0.19","44","3.1","1","9.3","8","23.6","33.9"
"Tolo Harbour and Channel","TM3","2005-08-12","1","Surface Water","1.9","1.8","<0.02","0.24","0.02","0.003","0.02","93","6","1","4.7","8.4","29.3","31.2"
"Tolo Harbour and Channel","TM3","2005-08-12","1","Middle Water","1.1","1.4","<0.02","0.18","0.024","0.004","0.03","98","6.3","<1","4.4","8.4","28.7","32.1"
"Tolo Harbour and Channel","TM3","2005-08-12","1","Bottom Water","1.1","1.2","<0.02","0.22","0.034","0.003","0.04","96","6.2","<1","4.3","8.4","28.2","32.3"
"Tolo Harbour and Channel","TM3","2005-09-08","1","Surface Water","1.8","3.1","<0.02","0.41","0.063","0.004","0.13","136","8.8","<1","10.3","8.3","30.4","26.5"
"Tolo Harbour and Channel","TM3","2005-09-08","1","Middle Water","1.3","2.2","<0.02","0.22","0.036","0.003","0.05","132","8.6","<1","9.8","8.2","29","28.4"
"Tolo Harbour and Channel","TM3","2005-09-08","1","Bottom Water","1.3","1.4","<0.02","0.23","0.057","0.006","0.06","124","8.2","1","9.2","8.1","27.5","30.9"
"Tolo Harbour and Channel","TM3","2005-10-07","1","Surface Water","1.6","1.1","<0.02","0.18","0.02","<0.002","0.02","150","9.7","1","9","8.4","29.5","29.3"
"Tolo Harbour and Channel","TM3","2005-10-07","1","Middle Water","2.2","1.1","<0.02","0.19","0.027","<0.002","0.03","151","9.7","<1","9","8.4","29.4","30.3"
"Tolo Harbour and Channel","TM3","2005-10-07","1","Bottom Water","2.2","3","0.02","0.19","0.029","0.005","0.03","139","9","<1","10.9","8.1","28.6","31.7"
"Tolo Harbour and Channel","TM3","2005-11-09","1","Surface Water","4","2.9","0.03","0.3","0.043","0.01","0.05","114","7.6","2","9.1","8.3","26.6","31.8"
"Tolo Harbour and Channel","TM3","2005-11-09","1","Middle Water","3.8","2.4","0.02","0.28","0.037","0.009","0.04","115","7.7","2","9.3","8.3","26.6","31.8"
"Tolo Harbour and Channel","TM3","2005-11-09","1","Bottom Water","1.7","3.3","0.02","0.22","0.035","0.006","0.04","108","7.3","<1","11.7","8.1","25.7","32.4"
"Tolo Harbour and Channel","TM3","2005-12-06","1","Surface Water","1.3","3.5","0.03","0.21","0.028","0.004","0.03","79","5.7","1","9.4","8.1","21.6","32.3"
"Tolo Harbour and Channel","TM3","2005-12-06","1","Middle Water","1.4","3","<0.02","0.23","0.024","0.004","0.03","82","5.9","<1","9.3","8.1","21.6","32.4"
"Tolo Harbour and Channel","TM3","2005-12-06","1","Bottom Water","1.2","2.7","<0.02","0.26","0.031","0.004","0.04","91","6.6","3","9.6","8.1","21.7","32.4"
"Tolo Harbour and Channel","TM3","2006-01-04","1","Surface Water","2.8","1.8","0.03","0.5","0.13","0.005","0.15","87","6.6","<1","8.7","8","18.8","32.4"
"Tolo Harbour and Channel","TM3","2006-01-04","1","Middle Water","4.3","1.8","0.06","0.81","0.2","0.004","0.22","88","6.8","<1","9.3","8","18.7","32.5"
"Tolo Harbour and Channel","TM3","2006-01-04","1","Bottom Water","1.5","1.5","0.02","0.38","0.11","0.005","0.13","90","6.9","<1","9.3","8","18.4","32.7"
"Tolo Harbour and Channel","TM3","2006-02-08","1","Surface Water","1.5","2.4","0.02","0.24","0.015","0.005","0.02","114","8.6","1","6.1","7.9","19.4","32.1"
"Tolo Harbour and Channel","TM3","2006-02-08","1","Middle Water","1.4","1.5","0.02","0.27","0.046","0.005","0.05","120","9.2","2","6.5","8","18.8","32.3"
"Tolo Harbour and Channel","TM3","2006-02-08","1","Bottom Water","1.1","1.4","0.02","0.2","0.027","0.005","0.03","109","8.4","29","6.9","8","18.4","32.5"
"Tolo Harbour and Channel","TM3","2006-03-01","1","Surface Water","0.7","0.8","0.02","0.25","0.072","0.006","0.09","75","5.9","5","6.7","8","18.2","32.2"
"Tolo Harbour and Channel","TM3","2006-03-01","1","Middle Water","1.6","1.3","<0.02","0.26","0.076","0.007","0.09","81","6.3","11","6.8","8","18.1","32.2"
"Tolo Harbour and Channel","TM3","2006-03-01","1","Bottom Water","0.9","2.1","<0.02","0.23","0.069","0.005","0.09","81","6.3","12","7.8","8","18.3","32.3"
"Tolo Harbour and Channel","TM3","2006-04-03","1","Surface Water","1.3","1.2","<0.02","0.24","0.014","0.003","0.02","153","11","1","7.5","8.1","22.7","31.2"
"Tolo Harbour and Channel","TM3","2006-04-03","1","Middle Water","1.7","1.4","0.02","0.24","0.016","0.004","0.02","151","11.2","2","7.5","8.1","20.5","31.8"
"Tolo Harbour and Channel","TM3","2006-04-03","1","Bottom Water","1.3","1.9","<0.02","0.26","0.02","0.004","0.02","117","8.9","1","8.3","8.1","19.3","32.2"
"Tolo Harbour and Channel","TM3","2006-05-08","1","Surface Water","1.5","1.2","<0.02","0.23","0.021","<0.002","0.03","106","7.2","2","3.2","8.2","27.3","27.5"
"Tolo Harbour and Channel","TM3","2006-05-08","1","Middle Water","0.8","1.2","<0.02","0.21","0.013","<0.002","0.02","89","6.1","1","3.2","8","25","31.4"
"Tolo Harbour and Channel","TM3","2006-05-08","1","Bottom Water","1","1.3","<0.02","0.16","0.027","<0.002","0.03","88","6.1","<1","3.4","8","24.2","32.2"
"Tolo Harbour and Channel","TM3","2006-06-05","1","Surface Water","0.8","2.4","0.03","0.35","0.089","0.008","0.17","102","7","3200","4.2","8.2","26.2","27.5"
"Tolo Harbour and Channel","TM3","2006-06-05","1","Middle Water","0.7","21","0.03","0.27","0.056","0.011","0.15","77","5.3","80","3.1","8.1","25.3","32.1"
"Tolo Harbour and Channel","TM3","2006-06-05","1","Bottom Water","0.4","0.7","0.03","0.25","0.022","0.007","0.11","68","4.7","16","3","8.1","25.1","32.4"
"Tolo Harbour and Channel","TM3","2006-07-17","1","Surface Water","1","1.5","0.05","0.4","0.045","0.022","0.23","101","6.9","280","18","7.9","25.4","30.4"
"Tolo Harbour and Channel","TM3","2006-07-17","1","Middle Water","<0.1","1","0.03","0.27","0.022","0.024","0.19","95","6.6","42","15.8","7.8","23.8","33.1"
"Tolo Harbour and Channel","TM3","2006-07-17","1","Bottom Water","<0.1","4.7","0.04","0.34","0.044","0.032","0.24","78","5.5","15","16.4","7.8","23.3","33.9"
"Tolo Harbour and Channel","TM3","2006-08-14","1","Surface Water","1.6","0.9","0.02","0.41","0.042","0.004","0.07","131","8.6","230","10.5","8.6","30.6","24.2"
"Tolo Harbour and Channel","TM3","2006-08-14","1","Middle Water","0.2","1.3","0.02","0.32","0.069","0.003","0.08","126","8.4","2","9.9","8.5","29.1","26.2"
"Tolo Harbour and Channel","TM3","2006-08-14","1","Bottom Water","0.9","1","<0.02","0.35","0.16","0.009","0.18","112","7.5","3","9.5","8.3","27.6","28"
"Tolo Harbour and Channel","TM3","2006-09-18","1","Surface Water","3.3","5.6","0.03","0.39","0.01","0.008","0.02","128","9.2","15","12.6","8.6","27.5","16.2"
"Tolo Harbour and Channel","TM3","2006-09-18","1","Middle Water","3","4","0.03","0.41","0.014","0.009","0.05","136","9.3","2","10.6","8.3","25.5","31.1"
"Tolo Harbour and Channel","TM3","2006-09-18","1","Bottom Water","0.7","19","0.05","0.37","0.081","0.009","0.1","119","8.2","3","9.5","8.2","25.2","32.1"
"Tolo Harbour and Channel","TM3","2006-10-16","1","Surface Water","2.3","1.1","0.05","0.32","0.046","<0.002","0.05","96","6.3","2","10.5","8","28","30.7"
"Tolo Harbour and Channel","TM3","2006-10-16","1","Middle Water","2.2","1","0.05","0.32","0.053","<0.002","0.06","97","6.4","3","10","8","28","30.9"
"Tolo Harbour and Channel","TM3","2006-10-16","1","Bottom Water","2.1","1.6","0.05","0.32","0.046","<0.002","0.05","83","5.5","1","10.5","7.9","27.4","32.1"
"Tolo Harbour and Channel","TM3","2006-11-23","1","Surface Water","9.1","8.4","0.21","1.51","0.39","0.033","0.4","158","11.1","410","14.4","8.2","24.2","31.7"
"Tolo Harbour and Channel","TM3","2006-11-23","1","Middle Water","4.6","2.6","0.02","0.32","0.084","0.007","0.12","120","8.3","1000","13.4","8.2","24.2","32.1"
"Tolo Harbour and Channel","TM3","2006-11-23","1","Bottom Water","0.8","2.9","0.02","0.23","0.052","0.005","0.1","85","5.9","80","11.3","8.2","24.5","32.4"
"Tolo Harbour and Channel","TM3","2006-12-13","1","Surface Water","6.8","2.7","0.06","0.62","0.19","0.006","0.2","95","6.9","1100","12","7.9","22.3","31.9"
"Tolo Harbour and Channel","TM3","2006-12-13","1","Middle Water","2","2.6","0.03","0.33","0.068","0.005","0.07","94","6.7","26","11.8","7.9","22.4","32.2"
"Tolo Harbour and Channel","TM3","2006-12-13","1","Bottom Water","0.8","1.6","0.02","0.2","0.045","0.005","0.05","88","6.3","80","10.2","7.9","22.3","32.4"
"Tolo Harbour and Channel","TM3","2007-01-11","1","Surface Water","1.6","2.6","0.02","0.26","0.028","0.005","0.03","75","5.9","3","11.3","7.5","17.4","32.4"
"Tolo Harbour and Channel","TM3","2007-01-11","1","Middle Water","1.6","3.1","0.02","0.23","0.021","0.004","0.03","93","7.3","2","10.5","7.5","17.5","32.5"
"Tolo Harbour and Channel","TM3","2007-01-11","1","Bottom Water","1.8","3","0.02","0.24","0.025","0.005","0.03","98","7.7","3","10.5","7.5","17.6","32.5"
"Tolo Harbour and Channel","TM3","2007-02-07","1","Surface Water","1.9","3.4","0.03","0.29","0.03","0.005","0.04","115","8.8","<1","8.3","8.3","19","32.4"
"Tolo Harbour and Channel","TM3","2007-02-07","1","Middle Water","1.6","1.4","0.02","0.17","0.007","0.005","0.01","109","8.4","<1","8.4","8.3","18.3","32.6"
"Tolo Harbour and Channel","TM3","2007-02-07","1","Bottom Water","1.7","2","0.02","0.23","0.011","0.005","0.02","100","7.9","<1","8.1","8.3","17.3","32.8"
"Tolo Harbour and Channel","TM3","2007-03-29","1","Surface Water","2.1","1.7","0.02","0.27","0.039","0.004","0.05","124","9","3","10.4","8.2","21.7","32.2"
"Tolo Harbour and Channel","TM3","2007-03-29","1","Middle Water","1.7","2","0.03","0.2","0.02","0.006","0.02","119","8.7","1","9.9","8.2","21.1","32.5"
"Tolo Harbour and Channel","TM3","2007-03-29","1","Bottom Water","0.8","3","0.03","0.25","0.13","0.009","0.14","90","6.7","5","9.5","8.1","19.8","32.9"
"Tolo Harbour and Channel","TM3","2007-04-20","1","Surface Water","2.6","2.1","0.02","0.24","0.019","0.008","0.02","121","8.6","1","7.9","8.4","22.9","32.8"
"Tolo Harbour and Channel","TM3","2007-04-20","1","Middle Water","2.8","1.4","0.03","0.28","0.019","0.007","0.02","122","8.7","<1","7.9","8.4","22.7","32.8"
"Tolo Harbour and Channel","TM3","2007-04-20","1","Bottom Water","1.8","1.2","<0.02","0.2","0.029","0.007","0.03","110","7.9","<1","7.8","8.4","22.1","32.9"
"Tolo Harbour and Channel","TM3","2007-05-21","1","Surface Water","0.5","0.9","0.02","0.37","0.08","0.013","0.18","81","5.7","280","14.7","8.1","24.7","27.3"
"Tolo Harbour and Channel","TM3","2007-05-21","1","Middle Water","0.6","0.9","<0.02","0.2","0.045","0.005","0.07","82","5.6","130","14.3","8","25.7","31.1"
"Tolo Harbour and Channel","TM3","2007-05-21","1","Bottom Water","0.5","1.2","0.02","0.19","0.051","0.007","0.06","76","5.1","4","14.1","8","26.4","32.4"
"Tolo Harbour and Channel","TM3","2007-06-14","1","Surface Water","1.2","1.9","0.04","0.35","0.075","0.018","0.16","71","4.8","510","16.3","8","26","31.2"
"Tolo Harbour and Channel","TM3","2007-06-14","1","Middle Water","0.5","1.7","0.03","0.31","0.068","0.019","0.13","60","4","9","15","8","25.5","33"
"Tolo Harbour and Channel","TM3","2007-06-14","1","Bottom Water","0.6","1.2","0.04","0.29","0.072","0.019","0.14","45","3.1","130","14.6","8","25","33.7"
"Tolo Harbour and Channel","TM3","2007-07-26","1","Surface Water","2.1","1.6","0.03","0.24","0.062","0.008","0.07","111","7","1","7.6","7.8","30.3","33.3"
"Tolo Harbour and Channel","TM3","2007-07-26","1","Middle Water","1.5","0.8","0.03","0.24","0.044","0.008","0.05","101","6.4","<1","7.5","7.8","29.1","33.4"
"Tolo Harbour and Channel","TM3","2007-07-26","1","Bottom Water","1.3","1","0.03","0.21","0.043","0.014","0.05","74","4.9","<1","8.6","7.9","26.1","33.7"
"Tolo Harbour and Channel","TM3","2007-08-17","1","Surface Water","2","2.8","0.03","0.27","0.043","<0.002","0.05","108","7.2","280","9.8","8.3","28.1","28.9"
"Tolo Harbour and Channel","TM3","2007-08-17","1","Middle Water","1.6","2.8","0.03","0.28","0.042","<0.002","0.05","103","6.8","220","10","8.2","27.9","29.8"
"Tolo Harbour and Channel","TM3","2007-08-17","1","Bottom Water","1.5","3","0.03","0.24","0.048","0.002","0.06","90","5.9","100","9.7","8.2","27.8","30.8"
"Tolo Harbour and Channel","TM3","2007-09-20","1","Surface Water","1.6","1.6","0.02","0.15","0.04","0.005","0.04","87","5.7","<1","9","8.2","28.1","32"
"Tolo Harbour and Channel","TM3","2007-09-20","1","Middle Water","1.6","1.2","0.02","0.18","0.038","0.005","0.04","91","5.9","<1","9","8.2","28.1","32"
"Tolo Harbour and Channel","TM3","2007-09-20","1","Bottom Water","1.6","0.9","0.02","0.2","0.046","0.005","0.05","91","5.9","1","9","8.2","28","31.9"
"Tolo Harbour and Channel","TM3","2007-10-25","1","Surface Water","2.1","3.1","0.02","0.24","0.043","0.005","0.05","118","7.8","<1","7.6","7.9","27.5","31.6"
"Tolo Harbour and Channel","TM3","2007-10-25","1","Middle Water","1.8","2.8","0.02","0.24","0.035","0.005","0.04","115","7.7","<1","8.4","7.9","27","31.8"
"Tolo Harbour and Channel","TM3","2007-10-25","1","Bottom Water","1.2","4.8","<0.02","0.24","0.041","0.005","0.05","109","7.3","<1","7.9","7.9","26.6","31.9"
"Tolo Harbour and Channel","TM3","2007-11-19","1","Surface Water","1.7","1.9","0.02","0.32","0.026","0.004","0.03","76","5.4","12","4.4","8.3","23.8","31.8"
"Tolo Harbour and Channel","TM3","2007-11-19","1","Middle Water","1.5","2.6","0.02","0.26","0.022","0.005","0.03","102","7.1","9","4.4","8.3","23.9","31.9"
"Tolo Harbour and Channel","TM3","2007-11-19","1","Bottom Water","1","2.3","<0.02","0.23","0.022","0.008","0.03","97","6.8","<1","4.4","8.3","24","32.2"
"Tolo Harbour and Channel","TM3","2007-12-10","1","Surface Water","1.5","1.1","0.02","0.3","0.058","0.005","0.07","82","6.1","<1","6.3","8.1","20.8","32"
"Tolo Harbour and Channel","TM3","2007-12-10","1","Middle Water","1.9","1.6","<0.02","0.32","0.052","0.006","0.06","82","6","<1","6.3","8.1","20.8","32.2"
"Tolo Harbour and Channel","TM3","2007-12-10","1","Bottom Water","1.6","1.1","<0.02","0.28","0.051","0.004","0.06","85","6.3","<1","6.7","8.1","20.7","32.2"
"Tolo Harbour and Channel","TM3","2008-01-21","1","Surface Water","1.1","2.1","0.06","0.35","0.026","0.005","0.03","105","8.1","84","5.8","8.4","18.7","31.6"
"Tolo Harbour and Channel","TM3","2008-01-21","1","Middle Water","1.3","2.3","0.04","0.35","0.025","0.005","0.03","104","8.1","51","5.8","8.4","18.5","31.6"
"Tolo Harbour and Channel","TM3","2008-01-21","1","Bottom Water","0.9","2.1","0.04","0.33","0.025","0.005","0.03","97","7.5","45","5.9","8.4","18.4","31.6"
