"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Western Buffer","WM2","1997-12-04","1","Middle Water","0.2","7.4","0.06","1","0.1","0.031","0.17","2.9","78","5.5","240","4.9","8.2","23.3","32.6"
"Western Buffer","WM2","1997-12-04","1","Bottom Water","0.2","8.8","0.06","0.98","0.12","0.027","0.19","1.6","79","5.5","210","5.7","8.2","23.3","32.6"
"Western Buffer","WM2","1998-01-07","1","Surface Water","0.2","4.4","0.06","1.07","0.19","0.04","0.26","3.5","96","7.1","130","5.9","7.8","20.5","33"
"Western Buffer","WM2","1998-01-07","1","Middle Water","0.2","4.6","0.06","1.27","0.15","0.035","0.22","4.5","89","6.6","230","5.3","7.8","20.4","33.2"
"Western Buffer","WM2","1998-01-07","1","Bottom Water","0.2","4.8","0.06","1.17","0.2","0.045","0.27","4.4","89","6.6","190","5.3","7.9","20.4","33.2"
"Western Buffer","WM2","1998-02-04","1","Surface Water","0.6","7.6","0.05","1.06","0.1","0.032","0.16","1.7","95","7.4","51","6","8.2","18.1","33.7"
"Western Buffer","WM2","1998-02-04","1","Middle Water","0.6","7.6","0.05","1.26","0.079","0.027","0.14","1.6","96","7.4","27","6.1","8.3","18.1","33.8"
"Western Buffer","WM2","1998-02-04","1","Bottom Water","0.6","8.4","0.04","1.04","0.1","0.028","0.16","1.3","97","7.5","41","7.8","8.3","18.2","33.8"
"Western Buffer","WM2","1998-03-04","1","Surface Water","0.7","4.8","0.06","1.19","0.17","0.035","0.26","1.1","94","7.5","390","5.6","8.1","16.7","32.2"
"Western Buffer","WM2","1998-03-04","1","Middle Water","0.6","6.4","0.08","1.09","0.17","0.035","0.26","0.4","100","8","440","6.6","8.1","16.7","32.2"
"Western Buffer","WM2","1998-03-04","1","Bottom Water","0.7","5.2","0.07","1.08","0.21","0.029","0.29","1.1","100","8","460","6.8","8.1","16.7","32.2"
"Western Buffer","WM2","1998-04-03","1","Surface Water","1.1","1.8","0.04","1.03","0.1","0.022","0.14","5.9","100","7.6","220","3.1","7.8","19.9","31.5"
"Western Buffer","WM2","1998-04-03","1","Middle Water","1.1","1.9","0.04","1","0.094","0.006","0.1","1.3","106","8","210","3.1","7.9","19.9","31.5"
"Western Buffer","WM2","1998-04-03","1","Bottom Water","1.3","2","0.03","1.14","0.13","0.015","0.17","3.4","105","8","340","4.1","7.9","19.8","31.6"
"Western Buffer","WM2","1998-05-04","1","Surface Water","1","2.1","0.06","1.49","0.13","0.021","0.42","1.5","69","4.8","460","3.9","7.4","25.2","28.1"
"Western Buffer","WM2","1998-05-04","1","Middle Water","0.6","2.5","0.06","1.68","0.14","0.026","0.32","1.3","73","5.1","1200","4.1","7.4","24.4","32.5"
"Western Buffer","WM2","1998-05-04","1","Bottom Water","0.3","2.5","0.04","1.48","0.064","0.023","0.14","1.6","68","4.7","220","6","7.5","24","33.5"
"Western Buffer","WM2","1998-06-03","1","Surface Water","0.6","2.5","0.06","1.1","0.21","0.043","0.52","1.2","83","5.6","4700","3.8","8","27.4","28.4"
"Western Buffer","WM2","1998-06-03","1","Middle Water","0.5","3.1","0.05","0.85","0.13","0.028","0.27","1","88","6.4","840","3.6","8","21","30.7"
"Western Buffer","WM2","1998-06-03","1","Bottom Water","0.3","28","0.05","0.68","0.049","0.022","0.09","0.3","88","5.8","68","6.8","8","27.2","32.3"
"Western Buffer","WM2","1998-07-10","1","Surface Water","1.5","4.1","0.06","0.93","0.039","0.013","0.44","9.4","66","4.7","400","4.4","7.9","26.7","21.9"
"Western Buffer","WM2","1998-07-10","1","Middle Water","1","4.8","0.05","1.01","0.047","0.026","0.41","5.2","50","3.5","230","4.6","7.9","25.9","26.1"
"Western Buffer","WM2","1998-07-10","1","Bottom Water","1.3","4.4","0.05","1.04","0.035","0.024","0.31","5.2","36","2.5","140","6.3","7.8","24.2","33.3"
"Western Buffer","WM2","1998-08-05","1","Surface Water","1.1","3.2","0.06","0.95","0.07","0.009","0.26","13","106","7.5","780","5.7","7.8","27.2","21.7"
"Western Buffer","WM2","1998-08-05","1","Middle Water","1","3.5","0.05","0.96","0.048","0.003","0.46","6.5","109","7.5","1100","5.2","7.8","26.1","26.9"
"Western Buffer","WM2","1998-08-05","1","Bottom Water","2","4.4","0.06","0.89","0.061","0.01","0.28","14","59","4.1","610","5.6","7.7","23.1","33.9"
"Western Buffer","WM2","1998-09-04","1","Surface Water","1.9","1.2","0.03","0.73","0.05","0.01","0.11","6.2","96","6.4","9","3","8.2","27","30.9"
"Western Buffer","WM2","1998-09-04","1","Middle Water","1.9","1","0.03","0.77","0.05","0.013","0.12","6.5","87","5.9","23","2.9","8.1","26.4","31.5"
"Western Buffer","WM2","1998-09-04","1","Bottom Water","1.6","1.2","0.04","0.8","0.093","0.019","0.18","5","61","4.2","550","4.6","8.1","25.2","32.8"
"Western Buffer","WM2","1998-10-08","1","Surface Water","0.7","4.5","0.05","0.71","0.11","0.026","0.18","1.1","76","3.5","43","5.1","8","27.7","32.5"
"Western Buffer","WM2","1998-10-08","1","Middle Water","0.7","12","0.05","0.83","0.12","0.023","0.19","1.5","81","3.7","56","9","8","27.6","32.5"
"Western Buffer","WM2","1998-10-08","1","Bottom Water","0.6","13","0.06","0.75","0.11","0.022","0.18","0.8","80","3.7","61","13.6","8","27.6","32.5"
"Western Buffer","WM2","1998-11-05","1","Surface Water","0.9","3","0.04","0.99","0.08","0.017","0.16","2.6","78","3.8","48","4.3","7.9","24.9","31.8"
"Western Buffer","WM2","1998-11-05","1","Middle Water","0.8","3.2","0.04","1.01","0.074","0.013","0.15","1.9","77","3.7","31","3.9","7.9","24.9","31.8"
"Western Buffer","WM2","1998-11-05","1","Bottom Water","0.7","2.8","0.03","1.04","0.1","0.017","0.18","1.5","69","3.3","17","7.6","7.9","25","32.2"
"Western Buffer","WM2","1998-12-07","1","Surface Water","0.8","12","0.05","0.64","0.19","0.035","0.37","1.7","86","6.3","270","5.9","8","22.1","30.4"
"Western Buffer","WM2","1998-12-07","1","Middle Water","0.5","11","0.05","0.6","0.2","0.038","0.38","1","85","6.2","200","6.3","8","22.1","30.4"
"Western Buffer","WM2","1998-12-07","1","Bottom Water","0.6","16","0.06","0.61","0.19","0.038","0.37","1.1","85","6.2","290","10.4","8","22.1","30.4"
"Western Buffer","WM2","1999-01-04","1","Surface Water","2.3","5.6","0.06","0.63","0.14","0.028","0.33","1.9","90","7","54","4.5","7.9","18.8","30.8"
"Western Buffer","WM2","1999-01-04","1","Middle Water","2.4","6.2","0.05","0.61","0.15","0.024","0.32","1.4","92","7.1","83","5","7.9","18.7","30.9"
"Western Buffer","WM2","1999-01-04","1","Bottom Water","2.1","11","0.05","0.59","0.13","0.025","0.29","1.6","93","7.2","86","9.7","8","18.7","31.1"
"Western Buffer","WM2","1999-02-04","1","Surface Water","0.9","2","0.04","0.38","0.12","0.028","0.23","2","91","7.2","33","3.6","8.2","17.9","31.7"
"Western Buffer","WM2","1999-02-04","1","Middle Water","0.5","2.2","0.04","0.33","0.12","0.026","0.23","2.2","91","7.1","44","3.7","8.2","17.8","31.8"
"Western Buffer","WM2","1999-02-04","1","Bottom Water","0.8","2.6","0.04","0.36","0.12","0.034","0.23","2","92","7.2","110","3.7","8.2","17.8","31.2"
"Western Buffer","WM2","1999-03-12","1","Surface Water","0.8","1.4","0.02","0.26","0.04","0.012","0.05","3.2","113","8.4","150","3.1","8.2","20.3","33.5"
"Western Buffer","WM2","1999-03-12","1","Middle Water","0.8","1.6","<0.02","0.21","0.06","0.014","0.07","2.4","111","8.2","170","3.6","8.2","20.3","33.5"
"Western Buffer","WM2","1999-03-12","1","Bottom Water","0.6","2","<0.02","0.26","0.06","0.008","0.08","2.4","108","8","240","3.5","8.2","20.3","33.5"
"Western Buffer","WM2","1999-04-07","1","Surface Water","0.7","4.4","0.04","0.38","0.12","0.025","0.18","3.2","88","6.4","4","5.3","8.1","21.8","33.7"
"Western Buffer","WM2","1999-04-07","1","Middle Water","0.5","4.2","0.04","0.36","0.12","0.035","0.18","3.2","88","6.3","14","5.4","8.1","21.7","33.7"
"Western Buffer","WM2","1999-04-07","1","Bottom Water","0.6","5.5","0.05","0.43","0.14","0.026","0.2","3.2","87","6.3","4","6","8.1","21.7","33.7"
"Western Buffer","WM2","1999-05-05","1","Surface Water","0.6","3.9","0.04","0.4","0.056","0.023","0.14","2.9","82","5.7","97","4.4","8.1","24.6","33.1"
"Western Buffer","WM2","1999-05-05","1","Middle Water","0.4","3.8","0.04","0.44","0.045","0.019","0.11","2.9","83","5.7","75","4.6","8.1","24.4","33.7"
"Western Buffer","WM2","1999-05-05","1","Bottom Water","0.4","14","0.05","0.41","0.013","0.017","0.04","3.2","82","5.7","22","13.1","8.1","24.1","33.9"
"Western Buffer","WM2","1999-06-23","1","Surface Water","0.8","3.9","0.05","1.01","<0.005","0.033","0.86","5","89","6.2","200","8.3","8","27.8","20.5"
"Western Buffer","WM2","1999-06-23","1","Middle Water","0.7","2.3","0.04","0.74","<0.005","0.028","0.65","3.5","86","5.9","900","6.9","7.9","27.5","24.2"
"Western Buffer","WM2","1999-06-23","1","Bottom Water","0.3","5.2","0.03","0.44","<0.005","0.03","0.32","1.4","46","3.2","430","8.4","7.9","25.4","31.4"
"Western Buffer","WM2","1999-07-12","1","Surface Water","1","2.2","0.05","0.75","0.017","0.033","0.44","1.3","54","3.8","890","9.7","8","26.4","26.4"
"Western Buffer","WM2","1999-07-12","1","Middle Water","0.7","2.9","0.04","0.67","0.01","0.029","0.36","3.2","50","3.4","530","9.6","7.9","25.5","29.2"
"Western Buffer","WM2","1999-07-12","1","Bottom Water","0.6","2.7","0.03","0.63","0.005","0.028","0.27","2.5","40","2.7","380","13.9","7.9","24.3","33.7"
"Western Buffer","WM2","1999-08-20","1","Surface Water","1.2","2.5","0.04","0.38","<0.005","0.026","0.19","7.4","94","6.4","160","7.8","8.2","27.5","25.1"
"Western Buffer","WM2","1999-08-20","1","Middle Water","0.7","3","0.05","0.48","<0.005","0.025","0.19","7.9","68","4.6","630","8.1","8","26.4","30.3"
"Western Buffer","WM2","1999-08-20","1","Bottom Water","0.4","7","0.08","0.41","<0.005","0.027","0.16","2.9","49","3.3","80","7.3","7.9","25.2","33.4"
"Western Buffer","WM2","1999-09-20","1","Surface Water","0.6","1.8","0.06","0.46","0.053","0.029","0.35","2.4","75","5.1","2000","5.7","8.3","26.5","27.3"
"Western Buffer","WM2","1999-09-20","1","Middle Water","0.4","1.4","0.05","0.39","0.056","0.033","0.27","1.7","72","4.9","1900","6","8.2","26.3","29.8"
"Western Buffer","WM2","1999-09-20","1","Bottom Water","0.4","4","0.05","0.24","0.039","0.03","0.17","0.7","72","4.9","44","7.6","8.3","26.3","31.3"
"Western Buffer","WM2","1999-10-08","1","Surface Water","0.6","8.4","0.03","0.3","0.088","0.026","0.2","1.4","77","5.1","1300","10.6","8","27","31.5"
"Western Buffer","WM2","1999-10-08","1","Middle Water","0.4","9.5","0.05","0.34","0.083","0.028","0.19","2","86","5.8","3400","11.1","8","27","31.5"
"Western Buffer","WM2","1999-10-08","1","Bottom Water","0.2","28","0.03","0.18","0.025","0.015","0.11","1.5","90","6","100","17","8.1","27.1","31.7"
"Western Buffer","WM2","1999-11-24","1","Surface Water","0.6","9","0.05","0.49","0.12","0.032","0.31","4","86","6.1","650","11.9","7.9","23.4","31.5"
"Western Buffer","WM2","1999-11-24","1","Middle Water","0.5","14","0.04","0.41","0.11","0.037","0.3","2.7","89","6.3","540","14","7.9","23.4","31.5"
"Western Buffer","WM2","1999-11-24","1","Bottom Water","0.6","25","0.06","0.43","0.11","0.022","0.3","2.1","90","6.4","610","23.4","7.9","23.3","31.5"
"Western Buffer","WM2","1999-12-13","1","Surface Water","0.6","3.5","0.04","0.42","0.1","0.029","0.26","1.1","76","5.7","1900","6.7","7.8","20.3","31.1"
"Western Buffer","WM2","1999-12-13","1","Middle Water","0.5","5.7","0.04","0.4","0.081","0.026","0.25","0.8","86","6.5","1200","9.9","7.8","20.1","31.2"
"Western Buffer","WM2","1999-12-13","1","Bottom Water","0.6","7.3","0.04","0.37","0.06","0.025","0.23","0.9","88","6.6","330","11.7","7.8","20","31.2"
"Western Buffer","WM2","2000-01-13","1","Surface Water","0.5","1.6","0.03","0.4","0.07","0.01","0.23","18","98","7.7","440","5.1","7.9","18.1","29.8"
"Western Buffer","WM2","2000-01-13","1","Middle Water","1.2","1.5","0.03","0.36","0.072","0.014","0.23","16","102","8.1","610","5.1","7.9","18","30"
"Western Buffer","WM2","2000-01-13","1","Bottom Water","1.1","2","0.03","0.36","0.08","0.016","0.23","8","99","7.8","660","6.4","7.9","17.9","30.5"
"Western Buffer","WM2","2000-02-14","1","Surface Water","0.7","1.5","0.04","0.35","0.096","0.026","0.17","2","82","6.6","62","5","8","16.9","32"
"Western Buffer","WM2","2000-02-14","1","Middle Water","0.7","1.3","0.04","0.34","0.088","0.027","0.17","2.2","84","6.7","56","4.8","8","16.8","31.9"
"Western Buffer","WM2","2000-02-14","1","Bottom Water","1","1.8","0.04","0.38","0.092","0.028","0.16","2.8","88","7","67","4.9","8","16.8","32"
"Western Buffer","WM2","2000-03-13","1","Surface Water","0.7","1.1","0.04","0.46","0.089","0.035","0.28","1.9","81","6.6","190","5","7.8","16.3","30.9"
"Western Buffer","WM2","2000-03-13","1","Middle Water","0.4","1.5","0.04","0.47","0.086","0.034","0.27","2","85","6.9","230","5.8","7.8","16.2","31"
"Western Buffer","WM2","2000-03-13","1","Bottom Water","0.6","1.8","0.04","0.47","0.08","0.034","0.26","1.8","86","7","140","6.1","7.8","16.2","31"
"Western Buffer","WM2","2000-04-14","1","Surface Water","0.7","2.9","0.04","0.47","0.16","0.025","0.36","0.7","83","6.2","650","6.9","7.9","21.2","30.1"
"Western Buffer","WM2","2000-04-14","1","Middle Water","0.7","3.4","0.04","0.41","0.15","0.02","0.33","1.1","86","6.4","670","7.1","8","21.1","30.6"
"Western Buffer","WM2","2000-04-14","1","Bottom Water","0.8","2.8","0.03","0.21","0.093","0.011","0.15","0.7","90","6.7","550","6.2","8","21.1","32.2"
"Western Buffer","WM2","2000-05-18","1","Surface Water","0.9","2.5","0.03","0.36","0.082","0.02","0.25","6.9","78","5.3","97","5.8","8.1","25.8","30"
"Western Buffer","WM2","2000-05-18","1","Middle Water","1","2.8","0.03","0.39","0.091","0.019","0.24","5.3","80","5.5","320","6.2","8.1","25.6","30.2"
"Western Buffer","WM2","2000-05-18","1","Bottom Water","0.8","2.5","<0.02","0.11","0.039","0.009","0.07","4.8","83","5.7","56","6.2","8.1","25.6","32.2"
"Western Buffer","WM2","2000-06-12","1","Surface Water","1.3","2","0.03","0.78","0.045","0.028","0.62","4.4","76","5.4","3500","6.1","8.1","27.1","21.5"
"Western Buffer","WM2","2000-06-12","1","Middle Water","0.6","2.2","0.03","0.36","0.02","0.019","0.21","1.4","57","3.9","270","6.8","8","25","31.9"
"Western Buffer","WM2","2000-06-12","1","Bottom Water","0.3","7","0.03","0.21","0.019","0.025","0.13","1","45","3.1","200","13.2","8","23.7","33.5"
"Western Buffer","WM2","2000-07-14","1","Surface Water","2.1","4.5","0.04","0.42","0.035","0.006","0.2","17","131","8.8","180","18.1","8.2","27.9","27.4"
"Western Buffer","WM2","2000-07-14","1","Middle Water","2.2","4.6","0.04","0.47","0.033","0.005","0.2","18","122","8.2","99","19.4","8.1","27.6","28.6"
"Western Buffer","WM2","2000-07-14","1","Bottom Water","1.4","4.3","0.03","0.32","0.062","0.008","0.23","11","109","7.2","400","18.9","8.1","28.2","29.6"
"Western Buffer","WM2","2000-08-07","1","Surface Water","0.4","4.6","0.05","0.59","0.018","0.035","0.51","<0.2","70","4.8","100","7.3","7.9","26.6","26.5"
"Western Buffer","WM2","2000-08-07","1","Middle Water","0.4","7.9","0.04","0.45","0.026","0.037","0.36","0.4","66","4.5","2700","9.8","7.9","25.2","29.9"
"Western Buffer","WM2","2000-08-07","1","Bottom Water","0.3","4.7","0.04","0.29","0.025","0.024","0.21","0.5","63","4.4","970","10.1","7.9","24.5","32.5"
"Western Buffer","WM2","2000-09-07","1","Surface Water","0.8","1.2","0.04","0.56","0.074","0.028","0.45","7.2","88","5.9","69","13","8.1","27.4","28.3"
"Western Buffer","WM2","2000-09-07","1","Middle Water","1.2","1.4","0.05","0.55","0.12","0.036","0.43","3.4","86","5.8","1300","12.7","8.1","27.1","29.6"
"Western Buffer","WM2","2000-09-07","1","Bottom Water","0.9","1.5","0.05","0.53","0.13","0.034","0.4","7.2","83","5.6","2200","13.2","8.1","26.9","30.6"
"Western Buffer","WM2","2000-10-23","1","Surface Water","2","19","0.08","0.51","0.017","0.04","0.37","2","61","4.1","100","18.5","7.6","26.5","31.8"
"Western Buffer","WM2","2000-10-23","1","Middle Water","1.9","21","0.07","0.48","0.018","0.036","0.36","1.4","63","4.2","140","23","7.6","26.4","31.8"
"Western Buffer","WM2","2000-10-23","1","Bottom Water","1.7","27","0.08","0.48","0.019","0.045","0.35","1","64","4.3","220","25.2","7.6","26.4","31.9"
"Western Buffer","WM2","2000-11-08","1","Surface Water","0.3","7.9","0.05","0.45","0.14","0.036","0.24","2.2","77","5.3","960","11","7.8","24.3","32.8"
"Western Buffer","WM2","2000-11-08","1","Middle Water","0.3","6.8","0.06","0.38","0.13","0.029","0.24","2.2","79","5.5","1300","11.7","7.9","24.3","32.8"
"Western Buffer","WM2","2000-11-08","1","Bottom Water","0.3","8.1","0.06","0.42","0.13","0.031","0.23","2.4","81","5.6","840","10.9","7.9","24.3","32.8"
"Western Buffer","WM2","2000-12-14","1","Surface Water","0.7","12","0.05","0.25","0.09","0.023","0.22","0.8","92","6.8","610","13.3","7.6","20.6","32"
"Western Buffer","WM2","2000-12-14","1","Middle Water","0.6","11","0.07","0.31","0.083","0.026","0.22","1.9","94","7","600","14","7.7","20.6","32"
"Western Buffer","WM2","2000-12-14","1","Bottom Water","0.6","24","0.05","0.32","0.088","0.024","0.23","1.8","94","7","650","20.2","7.8","20.5","32"
"Western Buffer","WM2","2001-01-12","1","Surface Water","0.7","14","0.07","0.49","0.2","0.035","0.38","4.1","91","7","160","19.4","7.9","19","31.2"
"Western Buffer","WM2","2001-01-12","1","Middle Water","0.6","17","0.07","0.56","0.2","0.038","0.38","1.9","91","7","190","19.2","7.9","19","31.2"
"Western Buffer","WM2","2001-01-12","1","Bottom Water","0.6","18","0.08","0.58","0.19","0.04","0.37","2.9","91","7","290","20.6","8","19","31.2"
"Western Buffer","WM2","2001-02-05","1","Surface Water","0.3","7.5","0.05","0.43","0.13","0.044","0.33","0.8","76","6.1","1500","13.6","8.2","16.4","31.9"
"Western Buffer","WM2","2001-02-05","1","Middle Water","0.3","5.7","0.07","0.43","0.14","0.038","0.35","0.5","74","6","2000","13.4","8.2","16.4","32"
"Western Buffer","WM2","2001-02-05","1","Bottom Water","0.3","9.4","0.06","0.43","0.12","0.04","0.32","0.9","84","6.8","1900","13.9","8.3","16.4","31.9"
"Western Buffer","WM2","2001-03-02","1","Surface Water","0.4","5.9","0.03","0.21","0.06","0.015","0.13","1","85","6.7","220","10.3","8.6","17.6","32.7"
"Western Buffer","WM2","2001-03-02","1","Middle Water","0.1","6.2","0.04","0.22","0.071","0.012","0.14","0.8","84","6.6","330","10.5","8.6","17.5","32.7"
"Western Buffer","WM2","2001-03-02","1","Bottom Water","0.4","9.8","0.04","0.17","0.071","0.019","0.14","0.9","94","7.4","410","12.5","8.6","17.5","32.6"
"Western Buffer","WM2","2001-04-03","1","Surface Water","0.1","7.2","0.04","0.37","0.16","0.02","0.26","1.7","73","5.4","200","13","8.2","20.7","32.5"
"Western Buffer","WM2","2001-04-03","1","Middle Water","<0.1","9.7","0.04","0.32","0.15","0.02","0.23","0.9","88","6.5","150","15.3","8.2","20.6","32.8"
"Western Buffer","WM2","2001-04-03","1","Bottom Water","0.1","9.3","0.04","0.25","0.1","0.015","0.16","1","91","6.7","220","14.7","8.2","20.5","33.4"
"Western Buffer","WM2","2001-05-16","1","Surface Water","1","4.2","0.05","0.55","0.089","0.008","0.39","8.3","75","5.2","100","7.8","8.2","25.6","29.8"
"Western Buffer","WM2","2001-05-16","1","Middle Water","0.7","6.7","0.04","0.38","0.083","0.019","0.25","6.3","78","5.3","110","9","8.2","25.5","31.1"
"Western Buffer","WM2","2001-05-16","1","Bottom Water","0.7","3.7","<0.02","0.26","0.048","0.009","0.12","6.5","82","5.6","46","8.2","8.3","25.3","32.6"
"Western Buffer","WM2","2001-06-08","1","Surface Water","0.4","2.3","0.05","0.63","0.11","0.029","0.5","0.5","94","6.5","670","6.9","8.3","27.1","24.6"
"Western Buffer","WM2","2001-06-08","1","Middle Water","0.3","2.2","0.05","0.5","0.087","0.017","0.36","0.8","88","6","1100","7","8.3","27.1","27.2"
"Western Buffer","WM2","2001-06-08","1","Bottom Water","0.3","5.8","0.02","0.25","0.058","0.015","0.19","<0.2","88","5.9","180","9.7","8.4","27","30.3"
"Western Buffer","WM2","2001-07-16","1","Surface Water","0.6","4.1","0.05","0.66","0.019","0.021","0.56","1.1","72","5.1","180","8.2","8.2","27.3","19.5"
"Western Buffer","WM2","2001-07-16","1","Middle Water","0.7","4.1","0.04","0.53","0.019","0.017","0.43","0.7","59","4.1","230","8.9","8.1","26.7","26.5"
"Western Buffer","WM2","2001-07-16","1","Bottom Water","0.7","4.8","0.04","0.35","0.018","0.018","0.26","0.5","52","3.5","460","9.5","8.1","26.1","30.9"
"Western Buffer","WM2","2001-08-09","1","Surface Water","1.9","3.7","0.04","0.61","0.04","0.019","0.33","19","119","8","160","7.8","8.4","28","25"
"Western Buffer","WM2","2001-08-09","1","Middle Water","1.3","3.7","0.03","0.46","0.048","0.008","0.24","15","105","7.2","440","7.9","8.4","27.6","26.2"
"Western Buffer","WM2","2001-08-09","1","Bottom Water","0.9","5","0.06","0.37","0.028","0.01","0.19","9","63","4.3","210","10.3","8.2","25.5","32"
"Western Buffer","WM2","2001-09-07","1","Surface Water","0.5","5","0.05","0.62","0.059","0.016","0.44","0.8","73","5","810","10.5","8","27.3","26.5"
"Western Buffer","WM2","2001-09-07","1","Middle Water","0.5","4.7","0.06","0.5","0.062","0.013","0.35","0.6","67","4.5","1000","11.2","8","27.1","29.2"
"Western Buffer","WM2","2001-09-07","1","Bottom Water","0.5","16","0.04","0.3","0.028","0.005","0.13","0.2","69","4.6","57","22.9","8.1","27.1","31.7"
"Western Buffer","WM2","2001-10-05","1","Surface Water","0.5","18","0.04","0.25","0.097","0.006","0.15","1.6","65","4.3","2200","15.5","7.9","28.2","31.5"
"Western Buffer","WM2","2001-10-05","1","Middle Water","0.7","15","0.04","0.26","0.096","0.018","0.15","0.8","69","4.5","1100","15.8","7.9","28.2","31.5"
"Western Buffer","WM2","2001-10-05","1","Bottom Water","0.7","16","0.04","0.27","0.094","0.004","0.15","0.9","70","4.5","880","17","7.9","28.2","31.5"
"Western Buffer","WM2","2001-11-07","1","Surface Water","0.1","11","0.04","0.35","0.082","0.015","0.23","0.4","69","4.7","340","13.7","8.1","25.7","31.5"
"Western Buffer","WM2","2001-11-07","1","Middle Water","0.3","16","0.05","0.4","0.096","0.017","0.24","0.9","73","5","460","17.1","8.1","25.7","31.5"
"Western Buffer","WM2","2001-11-07","1","Bottom Water","0.4","27","0.06","0.42","0.092","0.014","0.21","2.8","75","5.1","1200","27.8","8.1","25.7","31.7"
"Western Buffer","WM2","2001-12-10","1","Surface Water","0.1","5.8","0.05","0.5","0.13","0.029","0.28","<0.2","69","5.1","15000","9.3","8.1","21.3","31.7"
"Western Buffer","WM2","2001-12-10","1","Middle Water","0.6","5.8","0.05","0.47","0.13","0.038","0.27","1.3","69","5.1","29000","9.6","8.1","21.3","31.7"
"Western Buffer","WM2","2001-12-10","1","Bottom Water","0.5","8.3","0.04","0.35","0.13","0.032","0.27","1.4","70","5.2","6600","12.4","8.1","21.2","31.9"
"Western Buffer","WM2","2002-01-14","1","Surface Water","0.4","6.8","0.03","0.7","0.17","0.025","0.47","2.6","83","6.5","370","16.5","7.8","17.8","31.5"
"Western Buffer","WM2","2002-01-14","1","Middle Water","0.4","8.2","0.03","0.63","0.18","0.013","0.48","2.6","88","6.9","560","17","7.8","17.7","31.9"
"Western Buffer","WM2","2002-01-14","1","Bottom Water","0.4","7.4","0.04","0.53","0.16","0.016","0.42","1.4","90","7.1","850","23.6","7.8","17.7","32.4"
"Western Buffer","WM2","2002-02-04","1","Surface Water","0.6","5.6","0.05","0.39","0.18","0.013","0.23","2.2","76","6.1","230","12.2","7.8","16.5","33.4"
"Western Buffer","WM2","2002-02-04","1","Middle Water","0.8","4.8","0.04","0.33","0.17","0.011","0.21","2.3","87","6.9","280","11.4","7.8","16.5","33.4"
"Western Buffer","WM2","2002-02-04","1","Bottom Water","1.6","5.4","0.03","0.31","0.17","0.008","0.21","1","87","6.9","270","11","7.9","16.5","33.5"
"Western Buffer","WM2","2002-03-04","1","Surface Water","0.5","3.1","0.02","0.29","0.1","0.016","0.17","1.6","104","7.8","890","8.7","8","20","32"
"Western Buffer","WM2","2002-03-04","1","Middle Water","0.9","3.8","0.02","0.24","0.095","0.008","0.15","1.6","102","7.7","1300","8.5","8","19.8","32.3"
"Western Buffer","WM2","2002-03-04","1","Bottom Water","0.7","4.2","<0.02","0.14","0.033","0.006","0.05","1.3","102","7.7","100","8.2","8","19.6","32.9"
"Western Buffer","WM2","2002-04-02","1","Surface Water","1.1","4.3","0.03","0.43","0.19","0.015","0.36","1.2","94","6.8","2400","8.1","8.1","22.8","31.5"
"Western Buffer","WM2","2002-04-02","1","Middle Water","0.4","5.4","0.04","0.42","0.17","0.013","0.31","0.4","91","6.5","2600","9.3","8.1","22.2","32"
"Western Buffer","WM2","2002-04-02","1","Bottom Water","0.4","6.6","0.02","0.24","0.11","<0.002","0.18","1","92","6.6","160","8.8","8.1","22","32.8"
"Western Buffer","WM2","2002-05-02","1","Surface Water","0.7","3.4","0.03","0.35","0.12","0.017","0.24","2.3","84","5.7","100","7.8","8.1","25.9","31.7"
"Western Buffer","WM2","2002-05-02","1","Middle Water","0.7","3.2","<0.02","0.18","0.068","0.011","0.13","1.8","82","5.6","52","7.8","8.1","25.4","32.7"
"Western Buffer","WM2","2002-05-02","1","Bottom Water","0.4","13","0.02","0.17","0.043","0.009","0.08","1.5","82","5.6","24","21.1","8.1","24.8","33.6"
"Western Buffer","WM2","2002-06-03","1","Surface Water","3.4","15","0.05","0.57","0.034","<0.002","0.21","33","108","7.2","310","15.7","8.1","27.5","30.5"
"Western Buffer","WM2","2002-06-03","1","Middle Water","1.8","10","0.04","0.48","0.068","0.006","0.24","18","103","6.8","620","12","8.1","27.5","30.8"
"Western Buffer","WM2","2002-06-03","1","Bottom Water","1.1","5.5","0.03","0.4","0.084","0.01","0.25","8.9","98","6.5","800","8.9","8.1","27.5","30.8"
"Western Buffer","WM2","2002-07-03","1","Surface Water","2.9","4.6","0.02","0.63","0.035","0.008","0.34","19","135","9.2","550","7.6","7.9","27.9","24.3"
"Western Buffer","WM2","2002-07-03","1","Middle Water","1","5.3","0.03","0.57","0.082","0.011","0.36","8","96","6.7","9400","9.2","7.9","26","27.9"
"Western Buffer","WM2","2002-07-03","1","Bottom Water","0.5","7","0.03","0.28","0.036","0.006","0.17","1.5","56","3.9","280","10.9","7.8","24.1","33"
