Zone,Parameter1,Parameter2,Correlation,Abs_Correlation,Strength
3,Total Nitrogen (mg/L),Temperature (°C),-0.018956843179290472,0.018956843179290472,Very Weak
3,Total Nitrogen (mg/L),Salinity (psu),-0.117858567232394,0.117858567232394,Very Weak
3,Ammonia Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.4126438993518797,0.4126438993518797,Moderate
3,Ammonia Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.71222375518525,0.71222375518525,Strong
3,Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),-0.021514916115528457,0.021514916115528457,Very Weak
3,Ammonia Nitrogen (mg/L),Dissolved Oxygen (%saturation),0.03668607476196477,0.03668607476196477,Very Weak
3,Ammonia Nitrogen (mg/L),Dissolved Oxygen (mg/L),0.11575412028575423,0.11575412028575423,Very Weak
3,Ammonia Nitrogen (mg/L),E. coli (cfu/100mL),0.11310971955571511,0.11310971955571511,Very Weak
3,Ammonia Nitrogen (mg/L),Turbidity (NTU),-0.03449740252524044,0.03449740252524044,Very Weak
3,Ammonia Nitrogen (mg/L),pH,-0.0083281843048284,0.0083281843048284,Very Weak
3,Ammonia Nitrogen (mg/L),Temperature (°C),-0.14730696863611273,0.14730696863611273,Very Weak
3,Ammonia Nitrogen (mg/L),Salinity (psu),-0.013280200451973192,0.013280200451973192,Very Weak
3,Orthophosphate Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.3128562177350242,0.3128562177350242,Weak
3,Orthophosphate Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.13872078662298773,0.13872078662298773,Very Weak
3,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (%saturation),0.037798220921782345,0.037798220921782345,Very Weak
3,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (mg/L),0.07317958992811296,0.07317958992811296,Very Weak
3,Orthophosphate Phosphorus (mg/L),E. coli (cfu/100mL),0.0707744064247755,0.0707744064247755,Very Weak
3,Orthophosphate Phosphorus (mg/L),Turbidity (NTU),-0.09221591408629917,0.09221591408629917,Very Weak
3,Orthophosphate Phosphorus (mg/L),pH,0.13417295107745097,0.13417295107745097,Very Weak
3,Orthophosphate Phosphorus (mg/L),Temperature (°C),-0.072899585693435,0.072899585693435,Very Weak
3,Orthophosphate Phosphorus (mg/L),Salinity (psu),0.0598325329108125,0.0598325329108125,Very Weak
3,Total Inorganic Nitrogen (mg/L),Chlorophyll-a (μg/L),-0.0961797601442001,0.0961797601442001,Very Weak
3,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.04796341932031209,0.04796341932031209,Very Weak
3,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (mg/L),0.09568437072397884,0.09568437072397884,Very Weak
3,Total Inorganic Nitrogen (mg/L),E. coli (cfu/100mL),0.17211651661933847,0.17211651661933847,Very Weak
3,Total Inorganic Nitrogen (mg/L),Turbidity (NTU),-0.06847390639774148,0.06847390639774148,Very Weak
3,Total Inorganic Nitrogen (mg/L),pH,-0.12036122925118374,0.12036122925118374,Very Weak
3,Total Inorganic Nitrogen (mg/L),Temperature (°C),-0.23221163363569775,0.23221163363569775,Weak
3,Total Inorganic Nitrogen (mg/L),Salinity (psu),-0.24527605074420622,0.24527605074420622,Weak
3,Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),0.15373204512329747,0.15373204512329747,Very Weak
3,Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),0.14461509655834962,0.14461509655834962,Very Weak
3,Chlorophyll-a (μg/L),E. coli (cfu/100mL),-0.006330307078473213,0.006330307078473213,Very Weak
3,Chlorophyll-a (μg/L),Turbidity (NTU),0.06562536348856902,0.06562536348856902,Very Weak
3,Chlorophyll-a (μg/L),pH,-0.011599645771663608,0.011599645771663608,Very Weak
3,Chlorophyll-a (μg/L),Temperature (°C),-0.020897264731255465,0.020897264731255465,Very Weak
3,Chlorophyll-a (μg/L),Salinity (psu),-0.05538779225716501,0.05538779225716501,Very Weak
3,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),0.8796065897595058,0.8796065897595058,Very Strong
3,Dissolved Oxygen (%saturation),E. coli (cfu/100mL),-0.10975406722142524,0.10975406722142524,Very Weak
3,Dissolved Oxygen (%saturation),Turbidity (NTU),-0.04526838714720956,0.04526838714720956,Very Weak
3,Dissolved Oxygen (%saturation),pH,0.3108069368998294,0.3108069368998294,Weak
3,Dissolved Oxygen (%saturation),Temperature (°C),0.046155742688926193,0.046155742688926193,Very Weak
3,Dissolved Oxygen (%saturation),Salinity (psu),-0.13489494928475068,0.13489494928475068,Very Weak
3,Dissolved Oxygen (mg/L),E. coli (cfu/100mL),-0.08869789498347963,0.08869789498347963,Very Weak
3,Dissolved Oxygen (mg/L),Turbidity (NTU),-0.05745818198011775,0.05745818198011775,Very Weak
3,Dissolved Oxygen (mg/L),pH,0.19492638350232577,0.19492638350232577,Very Weak
3,Dissolved Oxygen (mg/L),Temperature (°C),-0.4022235632523464,0.4022235632523464,Moderate
3,Dissolved Oxygen (mg/L),Salinity (psu),0.03190707492834472,0.03190707492834472,Very Weak
3,E. coli (cfu/100mL),Turbidity (NTU),-0.02861208661512409,0.02861208661512409,Very Weak
3,E. coli (cfu/100mL),pH,-0.08592267647508794,0.08592267647508794,Very Weak
3,E. coli (cfu/100mL),Temperature (°C),-0.01580877114561748,0.01580877114561748,Very Weak
3,E. coli (cfu/100mL),Salinity (psu),-0.05097341974485893,0.05097341974485893,Very Weak
3,Turbidity (NTU),pH,-0.1366578716450036,0.1366578716450036,Very Weak
3,Turbidity (NTU),Temperature (°C),0.023828272225214647,0.023828272225214647,Very Weak
3,Turbidity (NTU),Salinity (psu),0.07475308574317371,0.07475308574317371,Very Weak
3,pH,Temperature (°C),0.23149543045477072,0.23149543045477072,Weak
3,pH,Salinity (psu),-0.23462438995858448,0.23462438995858448,Weak
3,Temperature (°C),Salinity (psu),-0.47165088662809507,0.47165088662809507,Moderate
4,5-day Biochemical Oxygen Demand (mg/L),Suspended Solids (mg/L),0.038146203906225,0.038146203906225,Very Weak
4,5-day Biochemical Oxygen Demand (mg/L),Total Phosphorus (mg/L),0.0031389647172634285,0.0031389647172634285,Very Weak
4,5-day Biochemical Oxygen Demand (mg/L),Total Nitrogen (mg/L),0.0520363953985293,0.0520363953985293,Very Weak
4,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),-0.09939608232568453,0.09939608232568453,Very Weak
4,5-day Biochemical Oxygen Demand (mg/L),Orthophosphate Phosphorus (mg/L),-0.1978695973519174,0.1978695973519174,Very Weak
4,5-day Biochemical Oxygen Demand (mg/L),Total Inorganic Nitrogen (mg/L),0.012786735759969307,0.012786735759969307,Very Weak
4,5-day Biochemical Oxygen Demand (mg/L),Chlorophyll-a (μg/L),0.6518280696639933,0.6518280696639933,Strong
4,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (%saturation),0.4995839251074669,0.4995839251074669,Moderate
4,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (mg/L),0.40619150302306345,0.40619150302306345,Moderate
4,5-day Biochemical Oxygen Demand (mg/L),E. coli (cfu/100mL),0.006591296586248227,0.006591296586248227,Very Weak
4,5-day Biochemical Oxygen Demand (mg/L),Turbidity (NTU),-0.03475527832933254,0.03475527832933254,Very Weak
4,5-day Biochemical Oxygen Demand (mg/L),pH,0.35530127249094445,0.35530127249094445,Weak
4,5-day Biochemical Oxygen Demand (mg/L),Temperature (°C),0.2644597325389474,0.2644597325389474,Weak
4,5-day Biochemical Oxygen Demand (mg/L),Salinity (psu),-0.325543510477096,0.325543510477096,Weak
4,Suspended Solids (mg/L),Total Phosphorus (mg/L),0.12431129181050135,0.12431129181050135,Very Weak
4,Suspended Solids (mg/L),Total Nitrogen (mg/L),0.02708510285355093,0.02708510285355093,Very Weak
4,Suspended Solids (mg/L),Ammonia Nitrogen (mg/L),-0.001315265061724986,0.001315265061724986,Very Weak
4,Suspended Solids (mg/L),Orthophosphate Phosphorus (mg/L),0.027146595218280827,0.027146595218280827,Very Weak
4,Suspended Solids (mg/L),Total Inorganic Nitrogen (mg/L),-0.029422849456909456,0.029422849456909456,Very Weak
4,Suspended Solids (mg/L),Chlorophyll-a (μg/L),0.0006814773932410629,0.0006814773932410629,Very Weak
4,Suspended Solids (mg/L),Dissolved Oxygen (%saturation),0.013859375974603126,0.013859375974603126,Very Weak
4,Suspended Solids (mg/L),Dissolved Oxygen (mg/L),-0.028157269630691796,0.028157269630691796,Very Weak
4,Suspended Solids (mg/L),E. coli (cfu/100mL),-0.002776674427718533,0.002776674427718533,Very Weak
4,Suspended Solids (mg/L),Turbidity (NTU),-0.017319719032735787,0.017319719032735787,Very Weak
4,Suspended Solids (mg/L),pH,0.11756573810926627,0.11756573810926627,Very Weak
4,Suspended Solids (mg/L),Temperature (°C),0.11973777551523378,0.11973777551523378,Very Weak
4,Suspended Solids (mg/L),Salinity (psu),-0.011083492394472,0.011083492394472,Very Weak
4,Total Phosphorus (mg/L),Total Nitrogen (mg/L),0.3132112508183717,0.3132112508183717,Weak
4,Total Phosphorus (mg/L),Ammonia Nitrogen (mg/L),0.463916953534699,0.463916953534699,Moderate
4,Total Phosphorus (mg/L),Orthophosphate Phosphorus (mg/L),0.5150217221228854,0.5150217221228854,Moderate
4,Total Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.4006195291078097,0.4006195291078097,Moderate
4,Total Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.059465507952543475,0.059465507952543475,Very Weak
4,Total Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.14561815039565815,0.14561815039565815,Very Weak
4,Total Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.12581819441019756,0.12581819441019756,Very Weak
4,Total Phosphorus (mg/L),E. coli (cfu/100mL),0.13582936293250053,0.13582936293250053,Very Weak
4,Total Phosphorus (mg/L),Turbidity (NTU),-0.08848460781446642,0.08848460781446642,Very Weak
4,Total Phosphorus (mg/L),pH,-0.03953164755569504,0.03953164755569504,Very Weak
4,Total Phosphorus (mg/L),Temperature (°C),-0.01664289063314967,0.01664289063314967,Very Weak
4,Total Phosphorus (mg/L),Salinity (psu),0.026729396487721473,0.026729396487721473,Very Weak
4,Total Nitrogen (mg/L),Ammonia Nitrogen (mg/L),0.4593307283159656,0.4593307283159656,Moderate
4,Total Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.40842406739722353,0.40842406739722353,Moderate
4,Total Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.5086905757053165,0.5086905757053165,Moderate
4,Total Nitrogen (mg/L),Chlorophyll-a (μg/L),0.07494651061491359,0.07494651061491359,Very Weak
4,Total Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.12413813285704928,0.12413813285704928,Very Weak
4,Total Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.10171784862315637,0.10171784862315637,Very Weak
4,Total Nitrogen (mg/L),E. coli (cfu/100mL),0.16866997939165307,0.16866997939165307,Very Weak
4,Total Nitrogen (mg/L),Turbidity (NTU),-0.13147374384189905,0.13147374384189905,Very Weak
4,Total Nitrogen (mg/L),pH,-0.09029938812335568,0.09029938812335568,Very Weak
4,Total Nitrogen (mg/L),Temperature (°C),-0.012035694438391337,0.012035694438391337,Very Weak
4,Total Nitrogen (mg/L),Salinity (psu),-0.2240588070131053,0.2240588070131053,Weak
4,Ammonia Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.7410252532174324,0.7410252532174324,Strong
4,Ammonia Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.7447413585173078,0.7447413585173078,Strong
4,Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),-0.21933600008149765,0.21933600008149765,Weak
4,Ammonia Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.36217176711241666,0.36217176711241666,Weak
4,Ammonia Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.3297332740376931,0.3297332740376931,Weak
4,Ammonia Nitrogen (mg/L),E. coli (cfu/100mL),0.1935526066641006,0.1935526066641006,Very Weak
4,Ammonia Nitrogen (mg/L),Turbidity (NTU),-0.09932246483551371,0.09932246483551371,Very Weak
4,Ammonia Nitrogen (mg/L),pH,-0.03601409053657136,0.03601409053657136,Very Weak
4,Ammonia Nitrogen (mg/L),Temperature (°C),-0.06461385509483603,0.06461385509483603,Very Weak
4,Ammonia Nitrogen (mg/L),Salinity (psu),-0.018300190216241664,0.018300190216241664,Very Weak
4,Orthophosphate Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.6113525574410813,0.6113525574410813,Strong
4,Orthophosphate Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.3412543492651341,0.3412543492651341,Weak
4,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.4291210419152912,0.4291210419152912,Moderate
4,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.3410531048626221,0.3410531048626221,Weak
4,Orthophosphate Phosphorus (mg/L),E. coli (cfu/100mL),0.1966041186978243,0.1966041186978243,Very Weak
4,Orthophosphate Phosphorus (mg/L),Turbidity (NTU),-0.09063588948837141,0.09063588948837141,Very Weak
4,Orthophosphate Phosphorus (mg/L),pH,-0.07393731428120973,0.07393731428120973,Very Weak
4,Orthophosphate Phosphorus (mg/L),Temperature (°C),-0.21068850399377126,0.21068850399377126,Weak
4,Orthophosphate Phosphorus (mg/L),Salinity (psu),0.14159342122225124,0.14159342122225124,Very Weak
4,Total Inorganic Nitrogen (mg/L),Chlorophyll-a (μg/L),-0.06639894200928291,0.06639894200928291,Very Weak
4,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.2628327487708198,0.2628327487708198,Weak
4,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.23973482678809993,0.23973482678809993,Weak
4,Total Inorganic Nitrogen (mg/L),E. coli (cfu/100mL),0.19871307464132457,0.19871307464132457,Very Weak
4,Total Inorganic Nitrogen (mg/L),Turbidity (NTU),-0.05787018252695323,0.05787018252695323,Very Weak
4,Total Inorganic Nitrogen (mg/L),pH,-0.08241656283409303,0.08241656283409303,Very Weak
4,Total Inorganic Nitrogen (mg/L),Temperature (°C),0.011702631084311578,0.011702631084311578,Very Weak
4,Total Inorganic Nitrogen (mg/L),Salinity (psu),-0.35980592268907857,0.35980592268907857,Weak
4,Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),0.5068871506271175,0.5068871506271175,Moderate
4,Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),0.3874504262961132,0.3874504262961132,Weak
4,Chlorophyll-a (μg/L),E. coli (cfu/100mL),0.011507824756072519,0.011507824756072519,Very Weak
4,Chlorophyll-a (μg/L),Turbidity (NTU),0.021568769291522308,0.021568769291522308,Very Weak
4,Chlorophyll-a (μg/L),pH,0.3104108660602893,0.3104108660602893,Weak
4,Chlorophyll-a (μg/L),Temperature (°C),0.3263192868318023,0.3263192868318023,Weak
4,Chlorophyll-a (μg/L),Salinity (psu),-0.3649990926626578,0.3649990926626578,Weak
4,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),0.9304352592466892,0.9304352592466892,Very Strong
4,Dissolved Oxygen (%saturation),E. coli (cfu/100mL),-0.15974614864406594,0.15974614864406594,Very Weak
4,Dissolved Oxygen (%saturation),Turbidity (NTU),0.011349589866690095,0.011349589866690095,Very Weak
4,Dissolved Oxygen (%saturation),pH,0.2888027464683172,0.2888027464683172,Weak
4,Dissolved Oxygen (%saturation),Temperature (°C),0.1548580165857238,0.1548580165857238,Very Weak
4,Dissolved Oxygen (%saturation),Salinity (psu),-0.22694047612304613,0.22694047612304613,Weak
4,Dissolved Oxygen (mg/L),E. coli (cfu/100mL),-0.15784698062306654,0.15784698062306654,Very Weak
4,Dissolved Oxygen (mg/L),Turbidity (NTU),-0.03857156634725063,0.03857156634725063,Very Weak
4,Dissolved Oxygen (mg/L),pH,0.25388407305133553,0.25388407305133553,Weak
4,Dissolved Oxygen (mg/L),Temperature (°C),-0.19377740379574918,0.19377740379574918,Very Weak
4,Dissolved Oxygen (mg/L),Salinity (psu),-0.12337041117030778,0.12337041117030778,Very Weak
4,E. coli (cfu/100mL),Turbidity (NTU),0.0859362302406199,0.0859362302406199,Very Weak
4,E. coli (cfu/100mL),pH,0.008019057234302672,0.008019057234302672,Very Weak
4,E. coli (cfu/100mL),Temperature (°C),0.017974881032146627,0.017974881032146627,Very Weak
4,E. coli (cfu/100mL),Salinity (psu),-0.20819721619343076,0.20819721619343076,Weak
4,Turbidity (NTU),pH,-0.058348049220935366,0.058348049220935366,Very Weak
4,Turbidity (NTU),Temperature (°C),0.12394161871972983,0.12394161871972983,Very Weak
4,Turbidity (NTU),Salinity (psu),-0.03987737351331341,0.03987737351331341,Very Weak
4,pH,Temperature (°C),0.12907026912910666,0.12907026912910666,Very Weak
4,pH,Salinity (psu),-0.22137707000162063,0.22137707000162063,Weak
4,Temperature (°C),Salinity (psu),-0.40095294588174135,0.40095294588174135,Moderate
5,5-day Biochemical Oxygen Demand (mg/L),Suspended Solids (mg/L),0.4870748626694556,0.4870748626694556,Moderate
5,5-day Biochemical Oxygen Demand (mg/L),Total Phosphorus (mg/L),0.5469596947862352,0.5469596947862352,Moderate
5,5-day Biochemical Oxygen Demand (mg/L),Total Nitrogen (mg/L),0.6365534621569016,0.6365534621569016,Strong
5,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),0.6023093989924042,0.6023093989924042,Strong
5,5-day Biochemical Oxygen Demand (mg/L),Orthophosphate Phosphorus (mg/L),0.4769305157554581,0.4769305157554581,Moderate
5,5-day Biochemical Oxygen Demand (mg/L),Total Inorganic Nitrogen (mg/L),0.6039933670230316,0.6039933670230316,Strong
5,5-day Biochemical Oxygen Demand (mg/L),Chlorophyll-a (μg/L),0.45982091116700224,0.45982091116700224,Moderate
5,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (%saturation),-0.23254673771337595,0.23254673771337595,Weak
5,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (mg/L),-0.19271986715487932,0.19271986715487932,Very Weak
5,5-day Biochemical Oxygen Demand (mg/L),E. coli (cfu/100mL),0.4686839290893969,0.4686839290893969,Moderate
5,5-day Biochemical Oxygen Demand (mg/L),Turbidity (NTU),0.31961373819827293,0.31961373819827293,Weak
5,5-day Biochemical Oxygen Demand (mg/L),pH,-0.1622519621529177,0.1622519621529177,Very Weak
5,5-day Biochemical Oxygen Demand (mg/L),Temperature (°C),-0.016208185622968337,0.016208185622968337,Very Weak
5,5-day Biochemical Oxygen Demand (mg/L),Salinity (psu),-0.23407807811228004,0.23407807811228004,Weak
5,Suspended Solids (mg/L),Total Phosphorus (mg/L),0.5106128758452009,0.5106128758452009,Moderate
5,Suspended Solids (mg/L),Total Nitrogen (mg/L),0.4700627885670155,0.4700627885670155,Moderate
5,Suspended Solids (mg/L),Ammonia Nitrogen (mg/L),0.42605310406171887,0.42605310406171887,Moderate
5,Suspended Solids (mg/L),Orthophosphate Phosphorus (mg/L),0.3898671747226875,0.3898671747226875,Weak
5,Suspended Solids (mg/L),Total Inorganic Nitrogen (mg/L),0.4522300421766442,0.4522300421766442,Moderate
5,Suspended Solids (mg/L),Chlorophyll-a (μg/L),0.15413411985851921,0.15413411985851921,Very Weak
5,Suspended Solids (mg/L),Dissolved Oxygen (%saturation),-0.33431409236137144,0.33431409236137144,Weak
5,Suspended Solids (mg/L),Dissolved Oxygen (mg/L),-0.28612183083579446,0.28612183083579446,Weak
5,Suspended Solids (mg/L),E. coli (cfu/100mL),0.16871739141636738,0.16871739141636738,Very Weak
5,Suspended Solids (mg/L),Turbidity (NTU),0.5996334570066327,0.5996334570066327,Moderate
5,Suspended Solids (mg/L),pH,-0.22898803845822194,0.22898803845822194,Weak
5,Suspended Solids (mg/L),Temperature (°C),-0.0724770948868016,0.0724770948868016,Very Weak
5,Suspended Solids (mg/L),Salinity (psu),-0.16146210088678303,0.16146210088678303,Very Weak
5,Total Phosphorus (mg/L),Total Nitrogen (mg/L),0.8032494270614213,0.8032494270614213,Very Strong
5,Total Phosphorus (mg/L),Ammonia Nitrogen (mg/L),0.7972919625520413,0.7972919625520413,Strong
5,Total Phosphorus (mg/L),Orthophosphate Phosphorus (mg/L),0.9295444544837571,0.9295444544837571,Very Strong
5,Total Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.7848045926154693,0.7848045926154693,Strong
5,Total Phosphorus (mg/L),Chlorophyll-a (μg/L),0.19491201545642114,0.19491201545642114,Very Weak
5,Total Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.42809347340404663,0.42809347340404663,Moderate
5,Total Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.3772401853164804,0.3772401853164804,Weak
5,Total Phosphorus (mg/L),E. coli (cfu/100mL),0.39093744265331104,0.39093744265331104,Weak
5,Total Phosphorus (mg/L),Turbidity (NTU),0.3722336730229541,0.3722336730229541,Weak
5,Total Phosphorus (mg/L),pH,-0.2795482663538179,0.2795482663538179,Weak
5,Total Phosphorus (mg/L),Temperature (°C),-0.04847064671114074,0.04847064671114074,Very Weak
5,Total Phosphorus (mg/L),Salinity (psu),-0.19144441752207672,0.19144441752207672,Very Weak
5,Total Nitrogen (mg/L),Ammonia Nitrogen (mg/L),0.9429436093599881,0.9429436093599881,Very Strong
5,Total Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.8147437725465586,0.8147437725465586,Very Strong
5,Total Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.9750541293057058,0.9750541293057058,Very Strong
5,Total Nitrogen (mg/L),Chlorophyll-a (μg/L),0.27082605375328567,0.27082605375328567,Weak
5,Total Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.5150090895445967,0.5150090895445967,Moderate
5,Total Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.44929614163547466,0.44929614163547466,Moderate
5,Total Nitrogen (mg/L),E. coli (cfu/100mL),0.45777462512309225,0.45777462512309225,Moderate
5,Total Nitrogen (mg/L),Turbidity (NTU),0.3285085141549289,0.3285085141549289,Weak
5,Total Nitrogen (mg/L),pH,-0.3965310583038995,0.3965310583038995,Weak
5,Total Nitrogen (mg/L),Temperature (°C),-0.029128210504451763,0.029128210504451763,Very Weak
5,Total Nitrogen (mg/L),Salinity (psu),-0.34243515050149353,0.34243515050149353,Weak
5,Ammonia Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.8308446309929366,0.8308446309929366,Very Strong
5,Ammonia Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.9555126989742425,0.9555126989742425,Very Strong
5,Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),0.22333812823194912,0.22333812823194912,Weak
5,Ammonia Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.505615662080076,0.505615662080076,Moderate
5,Ammonia Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.435887828626959,0.435887828626959,Moderate
5,Ammonia Nitrogen (mg/L),E. coli (cfu/100mL),0.430015127940925,0.430015127940925,Moderate
5,Ammonia Nitrogen (mg/L),Turbidity (NTU),0.309523491148986,0.309523491148986,Weak
5,Ammonia Nitrogen (mg/L),pH,-0.337589756349966,0.337589756349966,Weak
5,Ammonia Nitrogen (mg/L),Temperature (°C),-0.1209567661684239,0.1209567661684239,Very Weak
5,Ammonia Nitrogen (mg/L),Salinity (psu),-0.1838519547232958,0.1838519547232958,Very Weak
5,Orthophosphate Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.813566429641917,0.813566429641917,Very Strong
5,Orthophosphate Phosphorus (mg/L),Chlorophyll-a (μg/L),0.13235159775892477,0.13235159775892477,Very Weak
5,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.45363060659440896,0.45363060659440896,Moderate
5,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.40251257661836976,0.40251257661836976,Moderate
5,Orthophosphate Phosphorus (mg/L),E. coli (cfu/100mL),0.3085632334021197,0.3085632334021197,Weak
5,Orthophosphate Phosphorus (mg/L),Turbidity (NTU),0.3193734980492691,0.3193734980492691,Weak
5,Orthophosphate Phosphorus (mg/L),pH,-0.29725702925056346,0.29725702925056346,Weak
5,Orthophosphate Phosphorus (mg/L),Temperature (°C),-0.04832156764525714,0.04832156764525714,Very Weak
5,Orthophosphate Phosphorus (mg/L),Salinity (psu),-0.1757335915412679,0.1757335915412679,Very Weak
5,Total Inorganic Nitrogen (mg/L),Chlorophyll-a (μg/L),0.21738560725364803,0.21738560725364803,Weak
5,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.531230615750024,0.531230615750024,Moderate
5,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.466076970706429,0.466076970706429,Moderate
5,Total Inorganic Nitrogen (mg/L),E. coli (cfu/100mL),0.39972567490694827,0.39972567490694827,Weak
5,Total Inorganic Nitrogen (mg/L),Turbidity (NTU),0.32316681890753257,0.32316681890753257,Weak
5,Total Inorganic Nitrogen (mg/L),pH,-0.4136796409959251,0.4136796409959251,Moderate
5,Total Inorganic Nitrogen (mg/L),Temperature (°C),-0.035488871279165266,0.035488871279165266,Very Weak
5,Total Inorganic Nitrogen (mg/L),Salinity (psu),-0.3279426306150243,0.3279426306150243,Weak
5,Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),0.19138220995073593,0.19138220995073593,Very Weak
5,Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),0.20418490358193073,0.20418490358193073,Weak
5,Chlorophyll-a (μg/L),E. coli (cfu/100mL),0.07777906753910385,0.07777906753910385,Very Weak
5,Chlorophyll-a (μg/L),Turbidity (NTU),0.10160026430855458,0.10160026430855458,Very Weak
5,Chlorophyll-a (μg/L),pH,0.09120816198551163,0.09120816198551163,Very Weak
5,Chlorophyll-a (μg/L),Temperature (°C),0.016795217053546183,0.016795217053546183,Very Weak
5,Chlorophyll-a (μg/L),Salinity (psu),-0.13508903147494952,0.13508903147494952,Very Weak
5,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),0.967614203637205,0.967614203637205,Very Strong
5,Dissolved Oxygen (%saturation),E. coli (cfu/100mL),-0.2688454107420684,0.2688454107420684,Weak
5,Dissolved Oxygen (%saturation),Turbidity (NTU),-0.23733104158986235,0.23733104158986235,Weak
5,Dissolved Oxygen (%saturation),pH,0.4909966952701688,0.4909966952701688,Moderate
5,Dissolved Oxygen (%saturation),Temperature (°C),-0.1471337964637858,0.1471337964637858,Very Weak
5,Dissolved Oxygen (%saturation),Salinity (psu),0.30308865788495926,0.30308865788495926,Weak
5,Dissolved Oxygen (mg/L),E. coli (cfu/100mL),-0.24853342326249436,0.24853342326249436,Weak
5,Dissolved Oxygen (mg/L),Turbidity (NTU),-0.2201896062438584,0.2201896062438584,Weak
5,Dissolved Oxygen (mg/L),pH,0.45412829067292226,0.45412829067292226,Moderate
5,Dissolved Oxygen (mg/L),Temperature (°C),-0.33510830820163295,0.33510830820163295,Weak
5,Dissolved Oxygen (mg/L),Salinity (psu),0.3538591456454185,0.3538591456454185,Weak
5,E. coli (cfu/100mL),Turbidity (NTU),0.11983597608238919,0.11983597608238919,Very Weak
5,E. coli (cfu/100mL),pH,-0.16670486045354077,0.16670486045354077,Very Weak
5,E. coli (cfu/100mL),Temperature (°C),0.0463138237562046,0.0463138237562046,Very Weak
5,E. coli (cfu/100mL),Salinity (psu),-0.20444155520920007,0.20444155520920007,Weak
5,Turbidity (NTU),pH,-0.1261840453552876,0.1261840453552876,Very Weak
